model,bodytype,color,specs,engine,mileage,price,city
2014 BMW 5 Series 535i xDrive,Sedan,Black,"Used 2014 BMW 5 Series 535i xDrive with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats",6 Cyl,"Mileage: 67,240 miles","$21,895 ",NYC
2014 Mercedes-Benz CLA 250,Sedan,Black,"Used 2014 Mercedes-Benz CLA 250 with FWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 35,643 miles","$21,895 ",NYC
2014 BMW 6 Series 650i xDrive,Sedan,Gray,"Used 2014 BMW 6 Series 650i xDrive with AWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",8 Cyl,"Mileage: 64,062 miles","$38,995 ",NYC
2015 BMW X3 xDrive28i,SUV,Black,"Used 2015 BMW X3 xDrive28i with AWD, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM",4 Cyl,"Mileage: 54,380 miles","$23,895 ",NYC
2015 BMW 3 Series 328i xDrive,Hatchback,White,"Used 2015 BMW 3 Series 328i xDrive with AWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,"Mileage: 48,687 miles","$25,995 ",NYC
2014 BMW 3 Series 320i xDrive,Sedan,Red,"Used 2014 BMW 3 Series 320i xDrive with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter",4 Cyl,"Mileage: 44,127 miles","$16,895 ",NYC
2015 BMW 3 Series 320i xDrive,Sedan,White,"Used 2015 BMW 3 Series 320i xDrive with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering, AM/FM",4 Cyl,"Mileage: 49,315 miles","$19,995 ",NYC
2010 Mitsubishi Outlander SE,SUV,White,"Used 2010 Mitsubishi Outlander SE with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",4 Cyl,"Mileage: 81,638 miles","$9,300 ",NYC
2008 Mercedes-Benz S-Class S 550,Sedan,Silver,"Used 2008 Mercedes-Benz S-Class S 550 with RWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, DVD, Air Conditioning, MP3",8 Cyl,"Mileage: 78,151 miles","$16,990 ",NYC
2014 BMW 3 Series 320i xDrive,Sedan,Black,"Used 2014 BMW 3 Series 320i xDrive with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering",4 Cyl,"Mileage: 34,723 miles","$17,990 ",NYC
2011 BMW 3 Series 328i xDrive,Coupe,Black,"Used 2011 BMW 3 Series 328i xDrive with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 66,582 miles","$13,990 ",NYC
2014 BMW 7 Series 750Li xDrive,Sedan,Blue,"Used 2014 BMW 7 Series 750Li xDrive with AWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",8 Cyl,"Mileage: 43,000 miles","$36,990 ",NYC
2013 BMW 3 Series 335i,Coupe,Black,"Used 2013 BMW 3 Series 335i with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3",6 Cyl,"Mileage: 47,920 miles","$19,990 ",NYC
2014 Buick Verano,Sedan,White,"Used 2014 Buick Verano with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Satellite Radio, Power Steering, Power Windows",4 Cyl,"Mileage: 28,108 miles","$12,995 ",NYC
2014 Honda Civic EX,Sedan,Blue,"Used 2014 Honda Civic EX with FWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",4 Cyl,"Mileage: 38,767 miles","$11,250 ",NYC
2014 Kia Cadenza,Sedan,White,"Used 2014 Kia Cadenza with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",6 Cyl,"Mileage: 33,525 miles","$16,495 ",NYC
2013 Mini Cooper,Hatchback,White,"Used 2013 Mini Cooper with FWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster",4 Cyl,"Mileage: 51,379 miles","$8,495 ",NYC
2015 Ford Focus SE,Sedan,Black,"Used 2015 Ford Focus SE with FWD, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Intermittent Wipers, Power Locks, Rear Window Defroster, Front Airbags (Driver), Power Mirrors",4 Cyl,"Mileage: 22,867 miles","$13,998 ",NYC
2016 Nissan Altima SV,Sedan,Black,"Used 2016 Nissan Altima SV with FWD, Fog Lights, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM",4 Cyl,"Mileage: 10,067 miles","$16,395 ",NYC
2014 Toyota RAV4 Limited Edition,SUV,Gray,"Used 2014 Toyota RAV4 Limited Edition with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering",4 Cyl,"Mileage: 47,070 miles","$18,995 ",NYC
2015 Lexus RX 350,SUV,Black,"Used 2015 Lexus RX 350 with AWD, Fog Lights, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver)",6 Cyl,"Mileage: 12,623 miles","$31,995 ",NYC
2016 Nissan Rogue SV,SUV,Gray,"Used 2016 Nissan Rogue SV with AWD, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Power Seat (Driver), Intermittent Wipers, Power Locks",4 Cyl,"Mileage: 6,246 miles","$18,995 ",NYC
2016 Nissan Altima SV,Sedan,Black,"Used 2016 Nissan Altima SV with FWD, Fog Lights, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM",4 Cyl,"Mileage: 7,828 miles","$16,495 ",NYC
2016 Nissan Altima SV,Sedan,White,"Used 2016 Nissan Altima SV with FWD, Fog Lights, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM",4 Cyl,"Mileage: 8,208 miles","$16,395 ",NYC
2014 Volkswagen Tiguan SEL,SUV,Silver,"Used 2014 Volkswagen Tiguan SEL with AWD, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,"Mileage: 37,457 miles","$17,995 ",NYC
2013 Nissan Juke NISMO,SUV,Black,"Used 2013 Nissan Juke NISMO with AWD, Fog Lights, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks",4 Cyl,"Mileage: 32,333 miles","$13,995 ",NYC
2013 Nissan Sentra SV,Sedan,Blue,"Used 2013 Nissan Sentra SV with FWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Front Airbags (Driver)",4 Cyl,"Mileage: 64,012 miles","$8,995 ",NYC
2012 Buick LaCrosse Premium,Sedan,Beige,"Used 2012 Buick LaCrosse Premium with FWD, Remote Start, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, Intermittent Wipers",4 Cyl,"Mileage: 104,490 miles","$9,795 ",NYC
2014 Mazda CX-5 Sport,SUV,Silver,"Used 2014 Mazda CX-5 Sport with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,"Mileage: 59,771 miles","$13,995 ",NYC
2015 Jeep Cherokee Latitude,SUV,White,"Used 2015 Jeep Cherokee Latitude with FWD, Fog Lights, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers",6 Cyl,"Mileage: 22,148 miles","$17,991 ",NYC
2004 Jeep Grand Cherokee Limited Edition,SUV,Burgundy,"Used 2004 Jeep Grand Cherokee Limited Edition with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Cruise Control, Heated Seats, Towing Package, Split/Folding Seats, Air Conditioning, Power Steering, Power Windows",8 Cyl,"Mileage: 48,890 miles","$8,990 ",NYC
2016 Nissan Rogue S,SUV,Silver,"Used 2016 Nissan Rogue S with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter",4 Cyl,"Mileage: 6,103 miles","$19,933 ",NYC
2010 Cadillac SRX Luxury,SUV,Gray,"Used 2010 Cadillac SRX Luxury with AWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",6 Cyl,"Mileage: 78,404 miles","$13,995 ",NYC
2014 Nissan Maxima SV,Sedan,Unspecified,"Used 2014 Nissan Maxima SV with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 31,337 miles","$19,933 ",NYC
2015 Nissan Altima S,Sedan,Black,"Used 2015 Nissan Altima S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",4 Cyl,"Mileage: 23,971 miles","$9,800 ",NYC
2016 Honda Pilot EXL,SUV,Blue,"Used 2016 Honda Pilot EXL with AWD, Remote Start, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, DVD",6 Cyl,"Mileage: 16,432 miles","$30,995 ",NYC
2008 Lexus RX 400h,SUV,White,"Used 2008 Lexus RX 400h with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Windows, AM/FM, Trip Computer, Power Seat (Driver)",6 Cyl,"Mileage: 150,212 miles","$9,288 ",NYC
2016 Chevrolet Suburban LS,SUV,Silver,"Used 2016 Chevrolet Suburban LS with 4WD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",8 Cyl,"Mileage: 28,599 miles","$39,546 ",NYC
2014 Ford Focus SE,Hatchback,Red,"Used 2014 Ford Focus SE with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Power Seat (Driver)",4 Cyl,"Mileage: 31,792 miles","$10,933 ",NYC
2015 Chevrolet Corvette,Coupe,White,"Used 2015 Chevrolet Corvette with RWD, Leather Seats, Navigation System, Keyless Entry, Cruise Control, Air Conditioning, Power Steering, AM/FM, Aux Audio Adapter, Intermittent Wipers, Rear Window Defroster",8 Cyl,"Mileage: 1,334 miles","$48,996 ",NYC
2015 GMC Terrain SLE,SUV,White,"Used 2015 GMC Terrain SLE with FWD, Fog Lights, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers",4 Cyl,"Mileage: 17,519 miles","$17,995 ",NYC
2008 Ford Explorer Eddie Bauer,SUV,Black,"Used 2008 Ford Explorer Eddie Bauer with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows",6 Cyl,"Mileage: 144,011 miles","$6,995 ",NYC
2015 Mini Cooper,Hatchback,Orange,"Used 2015 Mini Cooper with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes",3 Cyl,"Mileage: 35,807 miles","$14,395 ",NYC
2015 Mazda CX-5 Touring,SUV,Blue,"Used 2015 Mazda CX-5 Touring with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",4 Cyl,"Mileage: 60,282 miles","$14,995 ",NYC
2014 Ford Mustang,Convertible,Black,"Used 2014 Ford Mustang with RWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes",6 Cyl,"Mileage: 36,534 miles","$14,850 ",NYC
2015 Lexus RX 350,SUV,Black,"Used 2015 Lexus RX 350 with AWD, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",6 Cyl,"Mileage: 26,044 miles","$33,588 ",NYC
2016 Nissan Frontier SV,Pickup,Silver,"Used 2016 Nissan Frontier SV with RWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",6 Cyl,"Mileage: 25,810 miles","$20,995 ",NYC
2015 Lexus RX 350,SUV,Black,"Used 2015 Lexus RX 350 with AWD, Fog Lights, Navigation System, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver), Intermittent Wipers",6 Cyl,"Mileage: 40,969 miles","$31,857 ",NYC
2012 Toyota Tundra,Pickup,Blue,"Used 2012 Toyota Tundra with 4WD, Double Cab, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter",8 Cyl,"Mileage: 48,711 miles","$23,981 ",NYC
2013 Nissan Pathfinder S,SUV,Silver,"Used 2013 Nissan Pathfinder S with 4WD, Third Row Seating, Keyless Entry, Cruise Control, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",6 Cyl,"Mileage: 30,033 miles","$18,995 ",NYC
2014 Hyundai Sonata GLS,Sedan,Gray,"Used 2014 Hyundai Sonata GLS with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, 4-Wheel Disc Brakes, Trip Computer",4 Cyl,"Mileage: 25,569 miles","$12,894 ",NYC
2014 Toyota Corolla LE,Sedan,Gray,"Used 2014 Toyota Corolla LE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 20,605 miles","$12,595 ",NYC
2013 Mercedes-Benz GL-Class GL 450,SUV,Black,"Used 2013 Mercedes-Benz GL-Class GL 450 with AWD, Leather Seats, Power Sun/Moonroof, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",8 Cyl,"Mileage: 46,945 miles","$32,995 ",NYC
2014 Hyundai Sonata GLS,Sedan,Gray,"Used 2014 Hyundai Sonata GLS with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, 4-Wheel Disc Brakes, Trip Computer",4 Cyl,"Mileage: 26,351 miles","$12,794 ",NYC
2010 Jeep Grand Cherokee Laredo,SUV,Gray,"Used 2010 Jeep Grand Cherokee Laredo with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",6 Cyl,"Mileage: 130,878 miles","$9,295 ",NYC
2013 Toyota Tundra,Pickup,Brown,"Used 2013 Toyota Tundra with 4WD, Double Cab, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",8 Cyl,"Mileage: 31,446 miles","$21,788 ",NYC
2014 Jeep Grand Cherokee Limited Edition,SUV,Blue,"Used 2014 Jeep Grand Cherokee Limited Edition with 4WD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 29,772 miles","$25,888 ",NYC
2015 Kia Forte5 EX,Hatchback,White,"Used 2015 Kia Forte5 EX with FWD, Fog Lights, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks",4 Cyl,"Mileage: 17,221 miles","$11,997 ",NYC
2008 Lexus IS 250,Sedan,Silver,"Used 2008 Lexus IS 250 with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, Power Steering, Power Windows, AM/FM",6 Cyl,"Mileage: 110,082 miles","$10,000 ",NYC
2016 Nissan Rogue S,SUV,Black,"Used 2016 Nissan Rogue S with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter",4 Cyl,"Mileage: 6,369 miles","$18,995 ",NYC
2012 Mazda CX-7 i Touring,SUV,Red,"Used 2012 Mazda CX-7 i Touring with FWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",4 Cyl,"Mileage: 83,037 miles","$9,990 ",NYC
2014 Dodge Challenger R/T,Coupe,Silver,"Used 2014 Dodge Challenger R/T with RWD, Remote Start, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), DVD, Air Conditioning",8 Cyl,"Mileage: 6,684 miles","$25,799 ",NYC
2014 Jeep Grand Cherokee Limited Edition,SUV,Blue,"Used 2014 Jeep Grand Cherokee Limited Edition with 4WD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 29,772 miles","$25,888 ",NYC
2009 Hyundai Genesis,Sedan,Gray,"Used 2009 Hyundai Genesis with RWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio",6 Cyl,"Mileage: 92,026 miles","$7,980 ",NYC
2015 Kia Forte5 EX,Hatchback,White,"Used 2015 Kia Forte5 EX with FWD, Fog Lights, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks",4 Cyl,"Mileage: 17,221 miles","$11,997 ",NYC
2008 Lexus IS 250,Sedan,Silver,"Used 2008 Lexus IS 250 with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, Power Steering, Power Windows, AM/FM",6 Cyl,"Mileage: 110,082 miles","$10,000 ",NYC
2016 Nissan Rogue S,SUV,Black,"Used 2016 Nissan Rogue S with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter",4 Cyl,"Mileage: 6,369 miles","$18,995 ",NYC
2012 Mazda CX-7 i Touring,SUV,Red,"Used 2012 Mazda CX-7 i Touring with FWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",4 Cyl,"Mileage: 83,037 miles","$9,990 ",NYC
2014 Toyota Corolla LE,Sedan,Black,"Used 2014 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 35,309 miles","$10,488 ",NYC
2014 BMW X5 xDrive35i,SUV,White,"Used 2014 BMW X5 xDrive35i with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio",6 Cyl,"Mileage: 34,044 miles","$37,699 ",NYC
2015 Lexus RX 350,SUV,Black,"Used 2015 Lexus RX 350 with AWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 22,025 miles","$31,288 ",NYC
2014 Buick Enclave Convenience,SUV,Gray,"Used 2014 Buick Enclave Convenience with AWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",6 Cyl,"Mileage: 46,653 miles","$22,473 ",NYC
2014 Infiniti Q50 Premium,Sedan,Red,"Used 2014 Infiniti Q50 Premium with AWD, Fog Lights, Power Sun/Moonroof, Cruise Control, Heated Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver), Intermittent Wipers",6 Cyl,"Mileage: 34,962 miles","$22,995 ",NYC
2013 Honda Accord LX,Sedan,White,"Used 2013 Honda Accord LX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,"Mileage: 34,248 miles","$9,488 ",NYC
