price,color,mileage,bodytype,model,specs,engine,city
"$18,540 ",White,"Mileage: 11,251 miles",SUV,2016 Dodge Journey SXT,"Used 2016 Dodge Journey SXT with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Air Conditioning, MP3, Satellite Radio, AM/FM, Handsfree/Bluetooth Integration",4 Cyl,LA
"$26,995 ",Unspecified,"Mileage: 8,354 miles",Sedan,2016 Hyundai Azera Limited Edition,"Used 2016 Hyundai Azera Limited Edition with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,LA
"$27,926 ",Black,"Mileage: 14,915 miles",SUV,2015 Lincoln MKC Base,"Used 2015 Lincoln MKC Base with FWD, Remote Start, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",4 Cyl,LA
"$19,990 ",Red,"Mileage: 9,523 miles",Convertible,2015 Mini Cooper S,"Used 2015 Mini Cooper S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",4 Cyl,LA
"$13,998 ",Silver,"Mileage: 4,293 miles",Hatchback,2017 Kia Forte5 LX,"Used 2017 Kia Forte5 LX with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,LA
"$37,394 ",White,"Mileage: 39,652 miles",SUV,2014 BMW X6 xDrive35i,"Used 2014 BMW X6 xDrive35i with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,LA
"$21,888 ",White,"Mileage: 18,777 miles",Hatchback,2016 Lexus CT 200h,"Used 2016 Lexus CT 200h with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",4 Cyl,LA
"$24,000 ",Black,"Mileage: 32,668 miles",SUV,2014 Ford Explorer XLT,"Used 2014 Ford Explorer XLT with FWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats",6 Cyl,LA
"$17,700 ",Blue,"Mileage: 13,470 miles",Sedan,2016 Subaru Impreza,"Used 2016 Subaru Impreza with AWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,LA
"$19,995 ",Blue,"Mileage: 17,389 miles",SUV,2016 Mazda CX-3 Grand Touring,"Used 2016 Mazda CX-3 Grand Touring with AWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering",4 Cyl,LA
"$48,463 ",Black,"Mileage: 43,045 miles",Coupe,2015 BMW M4,"Used 2015 BMW M4 with RWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD",6 Cyl,LA
"$14,687 ",Gray,"Mileage: 13,995 miles",Hatchback,2014 Hyundai Elantra GT,"Used 2014 Hyundai Elantra GT with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio",4 Cyl,LA
"$21,000 ",Black,"Mileage: 21,445 miles",Sedan,2014 BMW 3 Series 320i,"Used 2014 BMW 3 Series 320i with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",4 Cyl,LA
"$14,695 ",Silver,"Mileage: 34,125 miles",Sedan,2014 Honda Civic EXL,"Used 2014 Honda Civic EXL with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",4 Cyl,LA
"$14,999 ",Black,"Mileage: 31,753 miles",Hatchback,2013 Toyota Prius,"Used 2013 Toyota Prius with FWD, Alloy Wheels, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, 4-Wheel Disc Brakes, Trip Computer",4 Cyl,LA
"$14,899 ",Red,"Mileage: 29,233 miles",Hatchback,2015 Scion tC,"Used 2015 Scion tC with FWD, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Front Airbags (Driver)",4 Cyl,LA
"$14,995 ",Gray,"Mileage: 15,860 miles",Sedan,2015 Toyota Corolla L,"Used 2015 Toyota Corolla L with FWD, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Trip Computer, Intermittent Wipers",4 Cyl,LA
"$36,495 ",White,"Mileage: 45,043 miles",SUV,2014 BMW X6 xDrive35i,"Used 2014 BMW X6 xDrive35i with AWD, Leather Seats, Navigation System, Heated Seats, Rear-View Camera, Air Conditioning, Aux Audio Adapter, Intermittent Wipers, Power Mirrors",6 Cyl,LA
"$20,750 ",Yellow,"Mileage: 27,775 miles",Coupe,2015 Ford Mustang,"Used 2015 Ford Mustang with RWD, Remote Start, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,LA
"$22,577 ",Blue,"Mileage: 14,475 miles",SUV,2015 Toyota RAV4 XLE,"Used 2015 Toyota RAV4 XLE with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,LA
"$12,980 ",Gray,"Mileage: 58,990 miles",Sedan,2014 Nissan Altima S,"Used 2014 Nissan Altima S with FWD, Navigation System, Keyless Entry, CD (Single Disc), MP3, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes, Trip Computer",4 Cyl,LA
"$15,771 ",Red,"Mileage: 27,417 miles",SUV,2015 Jeep Cherokee Latitude,"Used 2015 Jeep Cherokee Latitude with FWD, Fog Lights, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Handsfree/Bluetooth Integration",4 Cyl,LA
"$27,500 ",White,"Mileage: 34,583 miles",SUV,2014 Audi Q5 Premium,"Used 2014 Audi Q5 Premium with AWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",4 Cyl,LA
"$14,994 ",Gray,"Mileage: 32,520 miles",Sedan,2014 Toyota Corolla S,"Used 2014 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,LA
"$15,461 ",Black,"Mileage: 9,323 miles",Hatchback,2014 Toyota Prius c Four,"Used 2014 Toyota Prius c Four with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks",4 Cyl,LA
"$30,895 ",Black,"Mileage: 23,005 miles",Coupe,2014 Audi A5 Premium Plus,"Used 2014 Audi A5 Premium Plus with AWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",4 Cyl,LA
"$45,995 ",White,"Mileage: 28,942 miles",Coupe,2014 BMW 6 Series 650i xDrive,"Used 2014 BMW 6 Series 650i xDrive with AWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, DVD, Air Conditioning, Power Steering, AM/FM, Trip Computer",8 Cyl,LA
"$18,495 ",Silver,"Mileage: 28,289 miles",SUV,2014 Hyundai Santa Fe Sport,"Used 2014 Hyundai Santa Fe Sport with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",4 Cyl,LA
"$29,611 ",Black,"Mileage: 30,001 miles",Sedan,2014 BMW 5 Series 528i,"Used 2014 BMW 5 Series 528i with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",4 Cyl,LA
"$15,351 ",Orange,"Mileage: 15,706 miles",Hatchback,2015 Toyota Prius c Two,"Used 2015 Toyota Prius c Two with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Trip Computer",4 Cyl,LA
"$14,987 ",Blue,"Mileage: 11,355 miles",Sedan,2015 Kia Optima LX,"Used 2015 Kia Optima LX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,LA
"$12,991 ",Gray,"Mileage: 20,050 miles",Sedan,2016 Chevrolet Cruze LT,"Used 2016 Chevrolet Cruze LT with FWD, Navigation System, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Satellite Radio, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers",4 Cyl,LA
"$26,899 ",Black,"Mileage: 23,319 miles",SUV,2016 Ford Explorer XLT,"Used 2016 Ford Explorer XLT with FWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",6 Cyl,LA
"$18,588 ",White,"Mileage: 36,513 miles",Wagon,2014 Toyota Prius v Two,"Used 2014 Toyota Prius v Two with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,LA
"$16,998 ",Gray,"Mileage: 17,830 miles",Sedan,2016 Mazda Mazda3 i Touring,"Used 2016 Mazda Mazda3 i Touring with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,LA
"$32,994 ",White,"Mileage: 36,526 miles",Sedan,2014 BMW 5 Series 535i xDrive,"Used 2014 BMW 5 Series 535i xDrive with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,LA
"$13,982 ",White,"Mileage: 31,164 miles",Sedan,2016 Toyota Corolla LE,"Used 2016 Toyota Corolla LE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering",4 Cyl,LA
"$21,999 ",Gray,"Mileage: 20,730 miles",Coupe,2015 Ford Mustang,"Used 2015 Ford Mustang with RWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",4 Cyl,LA
"$35,995 ",Black,"Mileage: 10,113 miles",SUV,2015 Lexus RX 350,"Used 2015 Lexus RX 350 with AWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",6 Cyl,LA
"$12,000 ",Gray,"Mileage: 12,481 miles",Sedan,2015 Volkswagen Jetta S,"Used 2015 Volkswagen Jetta S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",4 Cyl,LA
"$29,999 ",Blue,"Mileage: 5,812 miles",Pickup,2015 Ford F-150,"Used 2015 Ford F-150 with RWD, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, 4-Wheel Disc Brakes, Intermittent Wipers, Front Airbags (Driver)",6 Cyl,LA
"$16,881 ",Gray,"Mileage: 48,784 miles",Hatchback,2015 Toyota Prius Three,"Used 2015 Toyota Prius Three with FWD, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio",4 Cyl,LA
"$56,970 ",White,"Mileage: 28,334 miles",Sedan,2014 BMW M5,"Used 2014 BMW M5 with RWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",8 Cyl,LA
"$32,995 ",White,"Mileage: 23,259 miles",SUV,2015 Jeep Wrangler X,"Used 2015 Jeep Wrangler X with 4WD, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",6 Cyl,LA
"$20,993 ",Black,"Mileage: 79,501 miles",SUV,2012 BMW X5 xDrive35i,"Used 2012 BMW X5 xDrive35i with AWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,LA
"$15,672 ",Silver,"Mileage: 29,263 miles",Sedan,2014 Toyota Camry SE,"Used 2014 Toyota Camry SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",4 Cyl,LA
"$14,926 ",Black,"Mileage: 27,912 miles",Sedan,2014 Toyota Corolla S,"Used 2014 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering",4 Cyl,LA
"$26,523 ",Silver,"Mileage: 14,651 miles",SUV,2016 Toyota RAV4 SE,"Used 2016 Toyota RAV4 SE with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,LA
"$30,500 ",White,"Mileage: 35,406 miles",SUV,2015 Jeep Grand Cherokee Overland,"Used 2015 Jeep Grand Cherokee Overland with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,LA
"$20,750 ",Yellow,"Mileage: 27,775 miles",Coupe,2015 Ford Mustang,"Used 2015 Ford Mustang with RWD, Remote Start, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,LA
"$12,980 ",Gray,"Mileage: 58,990 miles",Sedan,2014 Nissan Altima S,"Used 2014 Nissan Altima S with FWD, Navigation System, Keyless Entry, CD (Single Disc), MP3, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes, Trip Computer",4 Cyl,LA
"$22,577 ",Blue,"Mileage: 14,475 miles",SUV,2015 Toyota RAV4 XLE,"Used 2015 Toyota RAV4 XLE with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,LA
"$14,899 ",Red,"Mileage: 29,233 miles",Hatchback,2015 Scion tC,"Used 2015 Scion tC with FWD, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Front Airbags (Driver)",4 Cyl,LA
"$14,999 ",Black,"Mileage: 31,753 miles",Hatchback,2013 Toyota Prius,"Used 2013 Toyota Prius with FWD, Alloy Wheels, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, 4-Wheel Disc Brakes, Trip Computer",4 Cyl,LA
"$14,499 ",Beige,"Mileage: 32,783 miles",SUV,2014 Chevrolet Equinox LS,"Used 2014 Chevrolet Equinox LS with FWD, Keyless Entry, Cruise Control, Air Conditioning, Aux Audio Adapter, Power Mirrors",4 Cyl,LA
"$15,989 ",Red,"Mileage: 32,248 miles",Hatchback,2014 Scion tC Monogram,"Used 2014 Scion tC Monogram with FWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",4 Cyl,LA
"$11,495 ",Blue,"Mileage: 27,390 miles",Sedan,2014 Chevrolet Cruze LT,"Used 2014 Chevrolet Cruze LT with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM, Aux Audio Adapter",4 Cyl,LA
"$27,775 ",Gray,"Mileage: 23,803 miles",Sedan,2016 Lincoln MKZ,"Used 2016 Lincoln MKZ with FWD, Remote Start, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",4 Cyl,LA
"$16,488 ",Silver,"Mileage: 34,973 miles",Hatchback,2014 Toyota Prius Four,"Used 2014 Toyota Prius Four with FWD, Alloy Wheels, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks",4 Cyl,LA
"$21,999 ",Black,"Mileage: 43,631 miles",Sedan,2014 BMW 3 Series 328i,"Used 2014 BMW 3 Series 328i with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",4 Cyl,LA
"$24,595 ",Red,"Mileage: 44,359 miles",Sedan,2014 Cadillac XTS Platinum,"Used 2014 Cadillac XTS Platinum with FWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",6 Cyl,LA
"$38,992 ",Black,"Mileage: 7,796 miles",Convertible,2015 Mercedes-Benz SLK 250,"Used 2015 Mercedes-Benz SLK 250 with RWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering",4 Cyl,LA
"$13,996 ",Gray,"Mileage: 28,466 miles",Sedan,2014 Toyota Corolla S,"Used 2014 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering",4 Cyl,LA
"$17,975 ",Black,"Mileage: 71,535 miles",Sedan,2012 Acura TL Technology,"Used 2012 Acura TL Technology with AWD, Leather Seats, Power Sun/Moonroof, Navigation System, Heated Seats, Rear-View Camera, Satellite Radio, Power Seat (Driver), Intermittent Wipers, Power Mirrors",6 Cyl,LA
"$15,206 ",Gray,"Mileage: 33,481 miles",Sedan,2014 Toyota Corolla LE Eco,"Used 2014 Toyota Corolla LE Eco with FWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,LA
"$90,997 ",White,"Mileage: 10,504 miles",Sedan,2016 BMW M6 Gran Coupe,"Used 2016 BMW M6 Gran Coupe with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",8 Cyl,LA
"$27,500 ",White,"Mileage: 34,583 miles",SUV,2014 Audi Q5 Premium,"Used 2014 Audi Q5 Premium with AWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",4 Cyl,LA
"$14,994 ",Gray,"Mileage: 32,520 miles",Sedan,2014 Toyota Corolla S,"Used 2014 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,LA
"$19,288 ",Beige,"Mileage: 59,717 miles",Sedan,2014 Toyota Avalon XLE,"Used 2014 Toyota Avalon XLE with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows",6 Cyl,LA
"$17,977 ",Red,"Mileage: 17,832 miles",SUV,2015 Ford Escape SE,"Used 2015 Ford Escape SE with FWD, Fog Lights, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks",4 Cyl,LA
"$13,990 ",Black,"Mileage: 6,645 miles",Sedan,2016 Nissan Sentra SV,"Used 2016 Nissan Sentra SV with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",4 Cyl,LA
"$17,788 ",White,"Mileage: 44,821 miles",Hatchback,2014 Toyota Prius Plug-in,"Used 2014 Toyota Prius Plug-in with FWD, Navigation System, Heated Seats, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors",4 Cyl,LA
"$12,499 ",Silver,"Mileage: 25,556 miles",Sedan,2014 Kia Optima LX,"Used 2014 Kia Optima LX with FWD, Rear-View Camera, Aux Audio Adapter, Handsfree/Bluetooth Integration",4 Cyl,LA
"$33,202 ",Black,"Mileage: 30,115 miles",SUV,2015 Lexus NX 200t,"Used 2015 Lexus NX 200t with FWD, Fog Lights, Power Sun/Moonroof, Navigation System, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering",4 Cyl,LA
"$17,977 ",Red,"Mileage: 48,109 miles",SUV,2014 Ford Escape Titanium,"Used 2014 Ford Escape Titanium with FWD, Remote Start, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats",4 Cyl,LA
"$16,703 ",Black,"Mileage: 18,702 miles",Sedan,2015 Toyota Corolla S,"Used 2015 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",4 Cyl,LA
"$39,895 ",Black,"Mileage: 35,569 miles",SUV,2014 Audi SQ5 Premium Plus,"Used 2014 Audi SQ5 Premium Plus with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",6 Cyl,LA
"$17,999 ",White,"Mileage: 13,225 miles",SUV,2015 GMC Terrain SLE,,4 Cyl,LA
"$16,325 ",Red,"Mileage: 23,435 miles",Sedan,2016 Toyota Corolla S,"Used 2016 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering",4 Cyl,LA
"$22,995 ",White,"Mileage: 9,961 miles",Coupe,2017 Chevrolet Camaro LT,"Used 2017 Chevrolet Camaro LT with RWD, Remote Start, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering",6 Cyl,LA
"$16,900 ",Silver,"Mileage: 4,991 miles",Hatchback,2015 Toyota Prius Two,"Used 2015 Toyota Prius Two with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM",4 Cyl,LA
"$12,995 ",Black,"Mileage: 26,857 miles",Sedan,2014 Ford Fusion SE,"Used 2014 Ford Fusion SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,LA
"$14,477 ",Blue,"Mileage: 27,500 miles",Sedan,2014 Ford Focus Titanium,"Used 2014 Ford Focus Titanium with FWD, Remote Start, Leather Seats, Fog Lights, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Satellite Radio, Power Steering, AM/FM",4 Cyl,LA
"$27,499 ",Black,"Mileage: 38,258 miles",Coupe,2015 BMW 4 Series 435i,"Used 2015 BMW 4 Series 435i with RWD, Navigation System, Rear-View Camera, Handsfree/Bluetooth Integration",6 Cyl,LA
"$24,397 ",White,"Mileage: 21,181 miles",Pickup,2015 Ram 1500 ST,"Used 2015 Ram 1500 ST with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Quad Cab, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio, Cloth Seats",8 Cyl,LA
"$15,672 ",Silver,"Mileage: 29,263 miles",Sedan,2014 Toyota Camry SE,"Used 2014 Toyota Camry SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",4 Cyl,LA
"$30,500 ",White,"Mileage: 35,406 miles",SUV,2015 Jeep Grand Cherokee Overland,"Used 2015 Jeep Grand Cherokee Overland with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,LA
"$26,899 ",Black,"Mileage: 23,319 miles",SUV,2016 Ford Explorer XLT,"Used 2016 Ford Explorer XLT with FWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",6 Cyl,LA
"$31,958 ",Black,"Mileage: 23,365 miles",SUV,2015 Jeep Wrangler Sport,"Used 2015 Jeep Wrangler Sport with 4WD, Fog Lights, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes",6 Cyl,LA
"$11,790 ",Blue,"Mileage: 32,498 miles",Sedan,2014 Hyundai Sonata GLS,"Used 2014 Hyundai Sonata GLS with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,LA
"$16,998 ",Gray,"Mileage: 17,830 miles",Sedan,2016 Mazda Mazda3 i Touring,"Used 2016 Mazda Mazda3 i Touring with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,LA
"$19,988 ",White,"Mileage: 18,025 miles",SUV,2016 Nissan Pathfinder S,"Used 2016 Nissan Pathfinder S with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",6 Cyl,LA
