price,color,mileage,bodytype,model,specs,engine,city
"$15,895 ",Silver,"Mileage: 41,921 miles",SUV,2015 Mini Cooper Countryman,"Used 2015 Mini Cooper Countryman with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",4 Cyl,LA
"$26,444 ",White,"Mileage: 25,624 miles",Sedan,2015 Lexus IS 250,"Used 2015 Lexus IS 250 with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",6 Cyl,LA
"$24,591 ",Black,"Mileage: 25,732 miles",SUV,2013 Ford Edge Sport,"Used 2013 Ford Edge Sport with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",6 Cyl,LA
"$12,499 ",Black,"Mileage: 20,492 miles",Hatchback,2013 Fiat 500 Abarth,"Used 2013 Fiat 500 Abarth with FWD, Keyless Entry, Air Conditioning, Aux Audio Adapter",4 Cyl,LA
"$14,995 ",Red,"Mileage: 21,986 miles",Sedan,2015 Hyundai Sonata SE,"Used 2015 Hyundai Sonata SE with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,LA
"$19,995 ",Gray,"Mileage: 37,404 miles",SUV,2014 Honda CR-V EXL,"Used 2014 Honda CR-V EXL with FWD, Leather Seats, Power Sun/Moonroof, Navigation System, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",4 Cyl,LA
"$31,000 ",White,"Mileage: 28,481 miles",SUV,2014 Infiniti QX70,"Used 2014 Infiniti QX70 with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",6 Cyl,LA
"$14,995 ",Gray,"Mileage: 31,617 miles",Sedan,2015 Hyundai Sonata SE,"Used 2015 Hyundai Sonata SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,LA
"$30,999 ",Gray,"Mileage: 28,923 miles",Pickup,2015 Toyota Tundra SR5,"Used 2015 Toyota Tundra SR5 with RWD, Fog Lights, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, AM/FM, 4-Wheel Disc Brakes, Intermittent Wipers, Power Locks",8 Cyl,LA
"$69,995 ",Black,"Mileage: 23,466 miles",Coupe,2014 Porsche 911 Carrera,"Used 2014 Porsche 911 Carrera with RWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",6 Cyl,LA
"$14,777 ",White,"Mileage: 20,718 miles",Sedan,2015 Toyota Corolla S,"Used 2015 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,LA
"$28,990 ",Gray,"Mileage: 59,641 miles",SUV,2012 GMC Yukon SLT,"Used 2012 GMC Yukon SLT with 4WD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",8 Cyl,LA
"$31,700 ",Blue,"Mileage: 38,532 miles",Pickup,2014 Toyota Tundra Limited Edition,"Used 2014 Toyota Tundra Limited Edition with RWD, Double Cab, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",8 Cyl,LA
"$13,000 ",Unspecified,"Mileage: 18,103 miles",Sedan,2016 Nissan Sentra,"Used 2016 Nissan Sentra with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,LA
"$15,590 ",White,"Mileage: 44,707 miles",Sedan,2014 Ford Fusion Titanium,"Used 2014 Ford Fusion Titanium with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",4 Cyl,LA
"$13,995 ",Red,"Mileage: 8,196 miles",Coupe,2012 Honda Civic EX,"Used 2012 Honda Civic EX with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,LA
"$24,397 ",White,"Mileage: 35,139 miles",SUV,2014 Jeep Grand Cherokee Limited Edition,"Used 2014 Jeep Grand Cherokee Limited Edition with RWD, Remote Start, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,LA
"$14,990 ",Blue,"Mileage: 53,495 miles",SUV,2013 Hyundai Santa Fe Sport,"Used 2013 Hyundai Santa Fe Sport with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",4 Cyl,LA
"$26,995 ",White,"Mileage: 5,662 miles",Pickup,2017 Ram 1500 ST,"Used 2017 Ram 1500 ST with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Quad Cab, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio, Cloth Seats",8 Cyl,LA
"$12,991 ",Gray,"Mileage: 57,253 miles",Sedan,2014 Toyota Camry SE,"Used 2014 Toyota Camry SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,LA
"$19,998 ",Black,"Mileage: 30,011 miles",SUV,2015 Toyota RAV4 LE,"Used 2015 Toyota RAV4 LE with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,LA
"$16,387 ",Black,"Mileage: 19,068 miles",Sedan,2016 Toyota Camry LE,"Used 2016 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",4 Cyl,LA
"$11,995 ",White,"Mileage: 10,537 miles",Sedan,2016 Kia Forte LX,,4 Cyl,LA
"$22,786 ",Black,"Mileage: 34,192 miles",Coupe,2014 BMW 4 Series 428i,"Used 2014 BMW 4 Series 428i with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering",4 Cyl,LA
"$17,887 ",Blue,"Mileage: 39,810 miles",Coupe,2014 Dodge Challenger SXT,"Used 2014 Dodge Challenger SXT with RWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",6 Cyl,LA
"$19,541 ",Gray,"Mileage: 44,906 miles",Sedan,2013 Mercedes-Benz C-Class C 300,"Used 2013 Mercedes-Benz C-Class C 300 with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",6 Cyl,LA
"$16,991 ",White,"Mileage: 32,221 miles",SUV,2014 Honda CR-V LX,"Used 2014 Honda CR-V LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,LA
"$18,771 ",White,"Mileage: 33,779 miles",Coupe,2015 Honda Civic Si,"Used 2015 Honda Civic Si with FWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,LA
"$21,499 ",White,"Mileage: 28,103 miles",Coupe,2012 Ford Mustang GT,,8 Cyl,LA
"$8,999 ",Black,"Mileage: 31,893 miles",Hatchback,2015 Fiat 500 Sport,,4 Cyl,LA
"$12,988 ",Orange,"Mileage: 54,574 miles",Sedan,2013 Toyota Corolla S,"Used 2013 Toyota Corolla S with FWD, Navigation System, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, Trip Computer, Rear Window Defroster",4 Cyl,LA
"$14,395 ",Gray,"Mileage: 31,973 miles",Sedan,2014 Toyota Corolla S,"Used 2014 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering",4 Cyl,LA
"$24,466 ",Gray,"Mileage: 9,715 miles",SUV,2015 Toyota RAV4 Limited Edition,"Used 2015 Toyota RAV4 Limited Edition with FWD, Remote Start, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",4 Cyl,LA
"$20,999 ",Blue,"Mileage: 24,784 miles",Pickup,2015 Nissan Frontier SV,"Used 2015 Nissan Frontier SV with RWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",6 Cyl,LA
"$12,992 ",Red,"Mileage: 113,236 miles",Convertible,2012 Mazda Miata Special Edition,"Used 2012 Mazda Miata Special Edition with RWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",4 Cyl,LA
"$15,995 ",Red,"Mileage: 34,147 miles",SUV,2013 Hyundai Santa Fe Sport,"Used 2013 Hyundai Santa Fe Sport with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",4 Cyl,LA
"$12,595 ",White,"Mileage: 11,641 miles",Sedan,2014 Volkswagen Jetta SE,"Used 2014 Volkswagen Jetta SE with FWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes, Trip Computer",4 Cyl,LA
"$14,771 ",Black,"Mileage: 39,299 miles",Sedan,2015 Toyota Corolla S,"Used 2015 Toyota Corolla S with FWD, Power Steering, Trip Computer, Intermittent Wipers, Rear Window Defroster, Handsfree/Bluetooth Integration, Front Airbags (Driver)",4 Cyl,LA
"$14,998 ",Gray,"Mileage: 37,930 miles",Hatchback,2014 Toyota Prius Three,"Used 2014 Toyota Prius Three with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,LA
"$10,988 ",Gray,"Mileage: 43,725 miles",Sedan,2014 Chevrolet Cruze LS,"Used 2014 Chevrolet Cruze LS with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,LA
"$18,750 ",White,"Mileage: 21,755 miles",Sedan,2015 Honda Accord Sport,"Used 2015 Honda Accord Sport with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",4 Cyl,LA
"$8,995 ",Red,"Mileage: 37,176 miles",Hatchback,2014 Fiat 500 Sport,"Used 2014 Fiat 500 Sport with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,LA
"$14,995 ",Blue,"Mileage: 50,068 miles",SUV,2014 Nissan Murano S,"Used 2014 Nissan Murano S with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Trip Computer",6 Cyl,LA
"$51,875 ",Gray,"Mileage: 20,440 miles",SUV,2015 Lexus GX 460,"Used 2015 Lexus GX 460 with 4WD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",8 Cyl,LA
"$18,797 ",Black,"Mileage: 21,912 miles",Sedan,2015 Honda Accord Sport,"Used 2015 Honda Accord Sport with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,LA
"$15,590 ",Black,"Mileage: 36,990 miles",Sedan,2015 Kia Optima EX,"Used 2015 Kia Optima EX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",4 Cyl,LA
"$9,995 ",Black,"Mileage: 59,055 miles",Wagon,2014 Kia Soul Base,"Used 2014 Kia Soul Base with FWD, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes, Trip Computer",4 Cyl,LA
"$13,991 ",Red,"Mileage: 32,685 miles",Sedan,2015 Honda Civic LX,"Used 2015 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,LA
"$21,988 ",Silver,"Mileage: 28,688 miles",Pickup,2016 Nissan Frontier SV,"Used 2016 Nissan Frontier SV with RWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",6 Cyl,LA
"$9,999 ",Gray,"Mileage: 43,033 miles",Sedan,2014 Hyundai Sonata GLS,,4 Cyl,LA
"$15,000 ",White,"Mileage: 68,663 miles",Hatchback,2014 Mazda Mazda3 s Grand Touring,"Used 2014 Mazda Mazda3 s Grand Touring with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,LA
"$12,995 ",White,"Mileage: 22,981 miles",Sedan,2016 Chevrolet Cruze LS,"Used 2016 Chevrolet Cruze LS with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,LA
"$10,995 ",Gray,"Mileage: 101,569 miles",SUV,2008 Subaru Tribeca Limited Edition,"Used 2008 Subaru Tribeca Limited Edition with AWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Satellite Radio",6 Cyl,LA
"$20,993 ",Black,"Mileage: 38,789 miles",SUV,2014 Nissan Pathfinder S,"Used 2014 Nissan Pathfinder S with 4WD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",6 Cyl,LA
"$21,487 ",Black,"Mileage: 18,259 miles",SUV,2014 Toyota RAV4 Limited Edition,"Used 2014 Toyota RAV4 Limited Edition with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering",4 Cyl,LA
"$17,995 ",Red,"Mileage: 41,718 miles",SUV,2013 Hyundai Santa Fe Sport,"Used 2013 Hyundai Santa Fe Sport with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",4 Cyl,LA
"$17,749 ",Silver,"Mileage: 31,628 miles",SUV,2015 Mazda CX-5 Touring,"Used 2015 Mazda CX-5 Touring with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,LA
"$10,999 ",Silver,"Mileage: 44,907 miles",Sedan,2014 Nissan Altima SV,,4 Cyl,LA
"$14,772 ",Silver,"Mileage: 24,347 miles",SUV,2014 Volkswagen Tiguan S,"Used 2014 Volkswagen Tiguan S with FWD, Trailer Hitch, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Trip Computer, Intermittent Wipers, Power Locks",4 Cyl,LA
"$35,434 ",White,"Mileage: 30,692 miles",Pickup,2014 Toyota Tundra Limited Edition,"Used 2014 Toyota Tundra Limited Edition with RWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",8 Cyl,LA
"$52,995 ",White,"Mileage: 3,486 miles",Sedan,2017 Mercedes-Benz C-Class AMG C 43,"Used 2017 Mercedes-Benz C-Class AMG C 43 with AWD, Fog Lights, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning, MP3",6 Cyl,LA
"$15,595 ",Black,"Mileage: 44,718 miles",SUV,2014 Hyundai Santa Fe Sport,"Used 2014 Hyundai Santa Fe Sport with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,LA
"$20,990 ",White,"Mileage: 34,770 miles",SUV,2016 Hyundai Santa Fe SE,"Used 2016 Hyundai Santa Fe SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats",6 Cyl,LA
"$18,999 ",Gray,"Mileage: 1,197 miles",Sedan,2017 Chevrolet Cruze LT,"Used 2017 Chevrolet Cruze LT with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,LA
"$28,882 ",Black,"Mileage: 39,931 miles",Coupe,2014 Mercedes-Benz E-Class E 350,"Used 2014 Mercedes-Benz E-Class E 350 with RWD, Leather Seats, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD",6 Cyl,LA
"$17,995 ",Gray,Mileage: 101 miles,Sedan,2017 Volkswagen Jetta SE,"Used 2017 Volkswagen Jetta SE with FWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,LA
"$18,849 ",White,"Mileage: 24,848 miles",SUV,2014 Toyota RAV4 LE,"Used 2014 Toyota RAV4 LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",4 Cyl,LA
"$31,111 ",White,"Mileage: 24,944 miles",Pickup,2016 Toyota Tacoma,"Used 2016 Toyota Tacoma with 4WD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio",6 Cyl,LA
"$33,888 ",White,"Mileage: 3,563 miles",Pickup,2016 Chevrolet Silverado 1500 LT,"Used 2016 Chevrolet Silverado 1500 LT with RWD, Remote Start, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Rear-View Camera, Split/Folding Seats, Air Conditioning",8 Cyl,LA
"$11,995 ",Gray,"Mileage: 50,345 miles",Sedan,2014 Honda Civic LX,"Used 2014 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,LA
"$13,987 ",Beige,"Mileage: 16,438 miles",Sedan,2016 Chevrolet Cruze LT,"Used 2016 Chevrolet Cruze LT with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,LA
"$14,239 ",Blue,"Mileage: 20,931 miles",Sedan,2014 Honda Civic LX,"Used 2014 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Trip Computer",4 Cyl,LA
"$9,997 ",Black,"Mileage: 119,000 miles",Sedan,2013 Nissan Altima,"Used 2013 Nissan Altima with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",4 Cyl,LA
"$25,998 ",Silver,"Mileage: 15,487 miles",Sedan,2015 Lexus IS 250,"Used 2015 Lexus IS 250 with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",6 Cyl,LA
"$23,980 ",Gray,"Mileage: 33,530 miles",Coupe,2014 BMW 4 Series 428i,"Used 2014 BMW 4 Series 428i with RWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering",4 Cyl,LA
"$11,995 ",Black,"Mileage: 54,381 miles",Hatchback,2014 Hyundai Elantra GT,"Used 2014 Hyundai Elantra GT with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,LA
"$24,995 ",Gray,"Mileage: 17,970 miles",SUV,2015 Mercedes-Benz GLA 250,"Used 2015 Mercedes-Benz GLA 250 with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering",4 Cyl,LA
"$19,299 ",White,"Mileage: 21,494 miles",Sedan,2014 Ford Fusion Titanium,"Used 2014 Ford Fusion Titanium with FWD, Remote Start, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",4 Cyl,LA
"$37,488 ",Gray,"Mileage: 47,632 miles",Hatchback,2014 Audi A7 Premium Plus,"Used 2014 Audi A7 Premium Plus with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD",6 Cyl,LA
"$12,999 ",Silver,"Mileage: 33,689 miles",Sedan,2014 Subaru Legacy 2.5i Premium,"Used 2014 Subaru Legacy 2.5i Premium with AWD, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Power Windows, AM/FM, Aux Audio Adapter",4 Cyl,LA
"$26,995 ",White,"Mileage: 20,249 miles",SUV,2015 Mazda CX-9 Grand Touring,"Used 2015 Mazda CX-9 Grand Touring with FWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning",6 Cyl,LA
"$24,777 ",Red,"Mileage: 6,150 miles",Sedan,2016 Chrysler 300 S,"Used 2016 Chrysler 300 S with RWD, Remote Start, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM",6 Cyl,LA
"$19,299 ",Silver,"Mileage: 28,911 miles",Sedan,2014 Ford Fusion Titanium,"Used 2014 Ford Fusion Titanium with FWD, Remote Start, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",4 Cyl,LA
"$31,299 ",Black,"Mileage: 59,544 miles",SUV,2015 Ford Explorer Sport,"Used 2015 Ford Explorer Sport with 4WD, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,LA
"$20,999 ",Black,"Mileage: 27,122 miles",Minivan,2015 Toyota Sienna LE,"Used 2015 Toyota Sienna LE with FWD, Rear-View Camera, Handsfree/Bluetooth Integration",6 Cyl,LA
"$17,918 ",Gray,"Mileage: 22,116 miles",Hatchback,2015 Volkswagen Golf S,"Used 2015 Volkswagen Golf S with FWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks",4 Cyl,LA
"$10,395 ",Black,"Mileage: 64,945 miles",Sedan,2013 Ford Fusion S,"Used 2013 Ford Fusion S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,LA
"$12,988 ",Silver,"Mileage: 40,925 miles",Sedan,2014 Toyota Corolla S,"Used 2014 Toyota Corolla S with FWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,LA
"$25,499 ",White,"Mileage: 29,479 miles",Coupe,2015 Dodge Challenger R/T,,8 Cyl,LA
"$16,997 ",Black,"Mileage: 26,938 miles",Sedan,2014 Honda Accord Sport,"Used 2014 Honda Accord Sport with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,LA
"$31,999 ",Black,"Mileage: 9,683 miles",Pickup,2015 Chevrolet Silverado 1500 LT,"Used 2015 Chevrolet Silverado 1500 LT with 4WD, Double Cab, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, AM/FM, Aux Audio Adapter",8 Cyl,LA
"$17,492 ",Black,"Mileage: 25,084 miles",SUV,2015 GMC Terrain SLE,"Used 2015 GMC Terrain SLE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",4 Cyl,LA
"$26,843 ",Gray,"Mileage: 38,617 miles",SUV,2014 Honda Pilot EXL,"Used 2014 Honda Pilot EXL with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",6 Cyl,LA
"$22,688 ",Red,"Mileage: 24,865 miles",SUV,2015 Toyota RAV4 XLE,"Used 2015 Toyota RAV4 XLE with AWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM",4 Cyl,LA
"$21,691 ",Silver,"Mileage: 26,930 miles",SUV,2015 Subaru XV Crosstrek Limited,"Used 2015 Subaru XV Crosstrek Limited with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",4 Cyl,LA
