price,mileage,color,model,engine,specs,bodytype,city
"$6,989 ","Mileage: 97,368 miles",Silver,2007 Scion tC Base,4 Cyl,"Used 2007 Scion tC Base with FWD, Power Sun/Moonroof, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Hatchback,Seattle
"$8,898 ","Mileage: 139,440 miles",Unspecified,2011 GMC Terrain SLE,4 Cyl,"Used 2011 GMC Terrain SLE with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",SUV,Seattle
"$19,481 ","Mileage: 41,035 miles",Gray,2014 Ford Edge Limited,6 Cyl,"Used 2014 Ford Edge Limited with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",SUV,Seattle
"$10,871 ","Mileage: 34,378 miles",Blue,2015 Ford Focus SE,4 Cyl,"Used 2015 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",Sedan,Seattle
"$11,994 ","Mileage: 20,024 miles",White,2016 Ford Fiesta SE,4 Cyl,"Used 2016 Ford Fiesta SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Sedan,Seattle
"$36,788 ","Mileage: 8,874 miles",Silver,2016 Honda Odyssey Touring,6 Cyl,"Used 2016 Honda Odyssey Touring with FWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Minivan,Seattle
"$30,989 ","Mileage: 21,500 miles",Silver,2015 Buick Enclave Premium,6 Cyl,"Used 2015 Buick Enclave Premium with AWD, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",SUV,Seattle
"$28,979 ","Mileage: 51,229 miles",Black,2015 Ford Explorer Limited Edition,6 Cyl,"Used 2015 Ford Explorer Limited Edition with 4WD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Towing Package, Rear-View Camera",SUV,Seattle
"$21,899 ","Mileage: 37,767 miles",White,2014 Ford Edge Limited,6 Cyl,"Used 2014 Ford Edge Limited with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",SUV,Seattle
"$20,777 ",Mileage: 76 miles,Silver,2017 Honda Civic EX-T,4 Cyl,"Used 2017 Honda Civic EX-T with FWD, Remote Start, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Satellite Radio",Sedan,Seattle
"$12,853 ","Mileage: 95,127 miles",Black,2012 Volkswagen GTI,4 Cyl,"Used 2012 Volkswagen GTI with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering",Hatchback,Seattle
"$5,999 ","Mileage: 141,521 miles",Black,2007 Nissan Maxima SL,6 Cyl,"Used 2007 Nissan Maxima SL with FWD, Leather Seats, Alloy Wheels, Cruise Control, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM, Power Seat (Driver), Power Locks",Sedan,Seattle
"$16,994 ","Mileage: 30,350 miles",Black,2014 Ford Mustang,6 Cyl,"Used 2014 Ford Mustang with RWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Coupe,Seattle
"$18,950 ","Mileage: 9,305 miles",White,2017 Kia Sportage LX,4 Cyl,"Used 2017 Kia Sportage LX with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",SUV,Seattle
"$15,950 ","Mileage: 31,694 miles",White,2016 Dodge Journey SXT,6 Cyl,"Used 2016 Dodge Journey SXT with FWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",SUV,Seattle
"$20,949 ","Mileage: 14,728 miles",White,2015 Ford Transit Base,6 Cyl,"Used 2015 Ford Transit Base with RWD, Keyless Entry, Cruise Control, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes, Intermittent Wipers, Front Airbags (Driver)",Van,Seattle
"$13,999 ","Mileage: 85,339 miles",Black,2011 Chevrolet Traverse LT,6 Cyl,"Used 2011 Chevrolet Traverse LT with AWD, Alloy Wheels, Third Row Seating, Cruise Control, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Power Seat (Driver)",SUV,Seattle
"$30,473 ","Mileage: 40,560 miles",Black,2016 Ford Explorer Limited Edition,6 Cyl,"Used 2016 Ford Explorer Limited Edition with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",SUV,Seattle
"$25,991 ","Mileage: 121,103 miles",White,2012 Ford F-350 Lariat,8 Cyl,"Used 2012 Ford F-350 Lariat with 4WD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Towing Package, Rear-View Camera, Air Conditioning, MP3",Pickup,Seattle
"$25,788 ",Mileage: 22 miles,Gray,2017 Honda HR-V EX-L,4 Cyl,"Used 2017 Honda HR-V EX-L with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",SUV,Seattle
"$17,481 ","Mileage: 37,204 miles",Red,2016 Mazda CX-5 Touring,4 Cyl,"Used 2016 Mazda CX-5 Touring with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",SUV,Seattle
"$20,481 ","Mileage: 15,970 miles",Gray,2016 Dodge Challenger SXT,6 Cyl,"Used 2016 Dodge Challenger SXT with RWD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",Coupe,Seattle
"$5,998 ","Mileage: 105,776 miles",Blue,2010 Ford Focus SE,4 Cyl,"Used 2010 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",Sedan,Seattle
"$43,188 ","Mileage: 7,159 miles",Blue,2016 Acura MDX Technology,6 Cyl,"Used 2016 Acura MDX Technology with AWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",SUV,Seattle
"$11,288 ","Mileage: 127,700 miles",Blue,2009 BMW 3 Series 335i,6 Cyl,"Used 2009 BMW 3 Series 335i with RWD, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering",Coupe,Seattle
"$18,060 ","Mileage: 151,446 miles",Silver,2011 Chevrolet Silverado 1500 LT,8 Cyl,"Used 2011 Chevrolet Silverado 1500 LT with 4WD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Pickup,Seattle
"$31,856 ","Mileage: 34,883 miles",Silver,2016 Ford Explorer Limited Edition,6 Cyl,"Used 2016 Ford Explorer Limited Edition with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",SUV,Seattle
"$26,754 ","Mileage: 47,785 miles",Black,2011 BMW 7 Series 750Li,8 Cyl,"Used 2011 BMW 7 Series 750Li with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning",Sedan,Seattle
"$4,999 ","Mileage: 123,323 miles",Red,2009 Dodge Caliber SXT,4 Cyl,"Used 2009 Dodge Caliber SXT with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",Hatchback,Seattle
"$42,785 ","Mileage: 58,110 miles",Black,2012 Ram 3500 Laramie,6 Cyl,"Used 2012 Ram 3500 Laramie with 4WD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning, MP3",Pickup,Seattle
"$15,447 ","Mileage: 35,631 miles",White,2016 Chevrolet Impala LTZ,6 Cyl,"Used 2016 Chevrolet Impala LTZ with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",Sedan,Seattle
"$14,991 ","Mileage: 82,742 miles",White,2013 Toyota Tacoma,4 Cyl,"Used 2013 Toyota Tacoma with RWD, CD (Single Disc), Air Conditioning, MP3, Power Steering, AM/FM",Pickup,Seattle
"$8,958 ","Mileage: 29,808 miles",Unspecified,2014 Nissan Leaf S,Electric,"Used 2014 Nissan Leaf S with FWD, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",Hatchback,Seattle
"$10,990 ","Mileage: 135,881 miles",White,2000 Dodge Ram 2500 ST,10 Cyl,"Used 2000 Dodge Ram 2500 ST with 4WD, Quad Cab, Split/Folding Seats, Power Steering, AM/FM, Intermittent Wipers, Front Airbags (Driver)",Pickup,Seattle
"$36,788 ","Mileage: 8,874 miles",Silver,2016 Honda Odyssey Touring,6 Cyl,"Used 2016 Honda Odyssey Touring with FWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Minivan,Seattle
"$24,999 ","Mileage: 39,345 miles",Silver,2005 Dodge Ram 1500 SRT10,10 Cyl,"Used 2005 Dodge Ram 1500 SRT10 with RWD, Leather Seats, Alloy Wheels, Cruise Control, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM, Power Locks, Front Airbags (Driver)",Pickup,Seattle
"$15,788 ","Mileage: 90,696 miles",Silver,2008 Mercedes-Benz GL-Class GL 450,8 Cyl,"Used 2008 Mercedes-Benz GL-Class GL 450 with 4WD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Power Steering, Power Windows",SUV,Seattle
"$17,999 ","Mileage: 61,532 miles",Silver,2010 Acura RL Technology,6 Cyl,"Used 2010 Acura RL Technology with AWD, Leather Seats, Alloy Wheels, Navigation System, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$10,000 ","Mileage: 144,820 miles",Black,2004 Chevrolet Colorado LS,5 Cyl,"Used 2004 Chevrolet Colorado LS with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows",Pickup,Seattle
"$12,999 ","Mileage: 45,277 miles",Unspecified,2011 Ford F-150 XL,8 Cyl,"Used 2011 Ford F-150 XL with RWD, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Intermittent Wipers, Front Airbags (Driver)",Pickup,Seattle
"$18,999 ","Mileage: 8,059 miles",White,2016 Dodge Journey SXT,4 Cyl,"Used 2016 Dodge Journey SXT with FWD, Alloy Wheels, Third Row Seating, Cruise Control, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Power Locks, Rear Window Defroster",SUV,Seattle
"$24,991 ","Mileage: 5,123 miles",Gray,2012 Ford Mustang GT,8 Cyl,"Used 2012 Ford Mustang GT with RWD, Fog Lights, Keyless Entry, Cruise Control, Air Conditioning, Power Steering, Power Windows, AM/FM, Power Locks",Coupe,Seattle
"$29,999 ","Mileage: 18,637 miles",Gray,2014 GMC Acadia SLT,6 Cyl,"Used 2014 GMC Acadia SLT with AWD, Leather Seats, Alloy Wheels, Third Row Seating, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, Power Windows",SUV,Seattle
"$13,950 ","Mileage: 74,398 miles",Black,2011 BMW 3 Series 328i,6 Cyl,"Used 2011 BMW 3 Series 328i with RWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",Sedan,Seattle
"$24,999 ","Mileage: 47,459 miles",Black,2013 Ram 1500 ST,8 Cyl,"Used 2013 Ram 1500 ST with 4WD, Alloy Wheels, Quad Cab, Cruise Control, Towing Package, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM",Pickup,Seattle
"$7,802 ","Mileage: 94,706 miles",Bronze,2007 Chrysler Pacifica Limited Edition,6 Cyl,"Used 2007 Chrysler Pacifica Limited Edition with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",SUV,Seattle
"$12,991 ","Mileage: 27,295 miles",Black,2014 Ford Focus SE,4 Cyl,"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Hatchback,Seattle
"$5,998 ","Mileage: 159,334 miles",Blue,2008 Ford Expedition XLT,8 Cyl,"Used 2008 Ford Expedition XLT with 4WD, Fog Lights, Trailer Hitch, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",SUV,Seattle
"$14,750 ","Mileage: 112,044 miles",Silver,2009 Jeep Wrangler X,6 Cyl,"Used 2009 Jeep Wrangler X with 4WD, CD (Single Disc), MP3, Power Steering, AM/FM, 4-Wheel Disc Brakes, Trip Computer, Intermittent Wipers, Front Airbags (Driver)",SUV,Seattle
"$22,444 ","Mileage: 6,796 miles",Black,2016 Honda CR-V SE,4 Cyl,"Used 2016 Honda CR-V SE with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",SUV,Seattle
"$15,555 ","Mileage: 26,563 miles",Unspecified,2013 Lexus CT 200h,4 Cyl,"Used 2013 Lexus CT 200h with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Hatchback,Seattle
"$11,894 ","Mileage: 147,309 miles",Black,2008 Ford Expedition Limited,8 Cyl,"Used 2008 Ford Expedition Limited with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Towing Package, Rear-View Camera",SUV,Seattle
"$10,495 ","Mileage: 81,510 miles",Black,2012 Scion xB,4 Cyl,"Used 2012 Scion xB with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",Wagon,Seattle
"$6,999 ","Mileage: 169,950 miles",Unspecified,2006 Subaru Tribeca Limited Edition,6 Cyl,"Used 2006 Subaru Tribeca Limited Edition with AWD, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",SUV,Seattle
"$5,980 ","Mileage: 88,718 miles",Silver,2007 Volkswagen New Beetle,5 Cyl,"Used 2007 Volkswagen New Beetle with FWD, Leather Seats, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Hatchback,Seattle
"$5,999 ","Mileage: 135,272 miles",Unspecified,2001 Chevrolet Silverado 1500,8 Cyl,"Used 2001 Chevrolet Silverado 1500 with 4WD, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Intermittent Wipers, Front Airbags (Driver)",Pickup,Seattle
"$4,989 ","Mileage: 57,734 miles",Silver,2008 Smart Fortwo,3 Cyl,"Used 2008 Smart Fortwo with RWD, Leather Seats, Keyless Entry, Air Conditioning, Intermittent Wipers, Rear Window Defroster, Front Airbags (Driver)",Coupe,Seattle
"$7,880 ","Mileage: 58,204 miles",Gray,2009 Mazda Mazda3,4 Cyl,"Used 2009 Mazda Mazda3 with FWD, CD (Single Disc), Split/Folding Seats, MP3, Cloth Seats, Power Steering, AM/FM, 4-Wheel Disc Brakes, Intermittent Wipers, Rear Window Defroster, Front Airbags (Driver)",Sedan,Seattle
"$12,000 ","Mileage: 98,784 miles",Black,2009 Honda CR-V EX,4 Cyl,"Used 2009 Honda CR-V EX with 4WD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",SUV,Seattle
"$15,999 ","Mileage: 7,789 miles",Silver,2016 Ford Fusion SE,4 Cyl,"Used 2016 Ford Fusion SE with FWD, Alloy Wheels, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Power Seat (Driver)",Sedan,Seattle
"$6,999 ","Mileage: 125,438 miles",White,2005 Subaru Legacy 2.5 GT Limited,4 Cyl,"Used 2005 Subaru Legacy 2.5 GT Limited with AWD, Leather Seats, Alloy Wheels, CD (Single Disc), Power Steering, Power Windows, AM/FM, Power Locks, Rear Window Defroster",Sedan,Seattle
"$13,995 ","Mileage: 224,555 miles",White,2005 GMC Sierra 2500HD,8 Cyl,,Pickup,Seattle
"$29,981 ","Mileage: 22,369 miles",Red,2015 Ford F-150 XLT,6 Cyl,"Used 2015 Ford F-150 XLT with 4WD, Remote Start, Fog Lights, Trailer Hitch, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Towing Package, Rear-View Camera",Pickup,Seattle
"$18,999 ","Mileage: 50,728 miles",Black,2015 Mazda Mazda6 i Grand Touring,4 Cyl,"Used 2015 Mazda Mazda6 i Grand Touring with FWD, Leather Seats, Alloy Wheels, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$17,999 ","Mileage: 61,532 miles",Silver,2010 Acura RL Technology,6 Cyl,"Used 2010 Acura RL Technology with AWD, Leather Seats, Alloy Wheels, Navigation System, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$18,950 ","Mileage: 9,305 miles",White,2017 Kia Sportage LX,4 Cyl,"Used 2017 Kia Sportage LX with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",SUV,Seattle
"$24,999 ","Mileage: 39,345 miles",Silver,2005 Dodge Ram 1500 SRT10,10 Cyl,"Used 2005 Dodge Ram 1500 SRT10 with RWD, Leather Seats, Alloy Wheels, Cruise Control, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM, Power Locks, Front Airbags (Driver)",Pickup,Seattle
"$21,492 ","Mileage: 73,442 miles",Black,2011 Jeep Grand Cherokee Limited Edition,8 Cyl,"Used 2011 Jeep Grand Cherokee Limited Edition with 4WD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Towing Package",SUV,Seattle
"$6,999 ","Mileage: 290,017 miles",Gold,2008 Chevrolet Suburban 1500 LT,8 Cyl,"Used 2008 Chevrolet Suburban 1500 LT with 4WD, Trailer Hitch, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM",SUV,Seattle
"$31,950 ","Mileage: 18,614 miles",Black,2015 Ram 1500 Sport,8 Cyl,"Used 2015 Ram 1500 Sport with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering",Pickup,Seattle
"$12,733 ","Mileage: 137,027 miles",Gray,2003 Hummer H2,8 Cyl,"Used 2003 Hummer H2 with 4WD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM",SUV,Seattle
"$8,591 ","Mileage: 97,379 miles",Black,2008 Volkswagen GTI,4 Cyl,"Used 2008 Volkswagen GTI with FWD, Fog Lights, Keyless Entry, Cruise Control, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Locks",Hatchback,Seattle
"$8,491 ","Mileage: 94,127 miles",Silver,2006 BMW X3 3.0i,6 Cyl,"Used 2006 BMW X3 3.0i with AWD, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Locks",SUV,Seattle
"$15,648 ","Mileage: 44,985 miles",Silver,2015 Ford Fusion Titanium,4 Cyl,"Used 2015 Ford Fusion Titanium with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Sedan,Seattle
"$35,995 ","Mileage: 2,800 miles",Silver,2016 Mercedes-Benz C-Class C 300,4 Cyl,"Used 2016 Mercedes-Benz C-Class C 300 with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",Sedan,Seattle
"$8,999 ","Mileage: 202,381 miles",Unspecified,2006 Ford F-150 FX4,8 Cyl,"Used 2006 Ford F-150 FX4 with 4WD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Power Steering, Power Windows, AM/FM, Intermittent Wipers, Power Locks, Front Airbags (Driver)",Pickup,Seattle
"$5,957 ","Mileage: 36,129 miles",Red,2011 Nissan Leaf,Electric,"Used 2011 Nissan Leaf with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",Hatchback,Seattle
"$7,991 ","Mileage: 83,306 miles",Black,2007 Subaru Impreza 2.5i,4 Cyl,"Used 2007 Subaru Impreza 2.5i with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, Power Windows, AM/FM, Intermittent Wipers, Power Locks, Rear Window Defroster",Sedan,Seattle
"$13,995 ","Mileage: 16,340 miles",Red,2012 Mini Cooper Roadster,4 Cyl,"Used 2012 Mini Cooper Roadster with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM",Convertible,Seattle
"$25,975 ","Mileage: 86,682 miles",Black,2011 Ram 1500,8 Cyl,"Used 2011 Ram 1500 with 4WD, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, 4-Wheel Disc Brakes, Intermittent Wipers, Front Airbags (Driver), Power Mirrors",Pickup,Seattle
"$10,000 ","Mileage: 144,820 miles",Black,2004 Chevrolet Colorado LS,5 Cyl,"Used 2004 Chevrolet Colorado LS with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows",Pickup,Seattle
"$12,999 ","Mileage: 45,277 miles",Unspecified,2011 Ford F-150 XL,8 Cyl,"Used 2011 Ford F-150 XL with RWD, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Intermittent Wipers, Front Airbags (Driver)",Pickup,Seattle
"$18,999 ","Mileage: 8,059 miles",White,2016 Dodge Journey SXT,4 Cyl,"Used 2016 Dodge Journey SXT with FWD, Alloy Wheels, Third Row Seating, Cruise Control, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Power Locks, Rear Window Defroster",SUV,Seattle
"$24,991 ","Mileage: 5,123 miles",Gray,2012 Ford Mustang GT,8 Cyl,"Used 2012 Ford Mustang GT with RWD, Fog Lights, Keyless Entry, Cruise Control, Air Conditioning, Power Steering, Power Windows, AM/FM, Power Locks",Coupe,Seattle
"$29,999 ","Mileage: 18,637 miles",Gray,2014 GMC Acadia SLT,6 Cyl,"Used 2014 GMC Acadia SLT with AWD, Leather Seats, Alloy Wheels, Third Row Seating, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, Power Windows",SUV,Seattle
"$7,802 ","Mileage: 94,706 miles",Bronze,2007 Chrysler Pacifica Limited Edition,6 Cyl,"Used 2007 Chrysler Pacifica Limited Edition with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",SUV,Seattle
"$5,998 ","Mileage: 159,334 miles",Blue,2008 Ford Expedition XLT,8 Cyl,"Used 2008 Ford Expedition XLT with 4WD, Fog Lights, Trailer Hitch, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",SUV,Seattle
"$22,444 ","Mileage: 6,796 miles",Black,2016 Honda CR-V SE,4 Cyl,"Used 2016 Honda CR-V SE with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",SUV,Seattle
"$37,614 ","Mileage: 35,286 miles",Black,2016 Ford Expedition EL Limited,6 Cyl,"Used 2016 Ford Expedition EL Limited with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",SUV,Seattle
"$8,994 ","Mileage: 37,840 miles",Silver,2013 Kia Rio LX,4 Cyl,"Used 2013 Kia Rio LX with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$18,998 ","Mileage: 61,800 miles",Orange,2009 Dodge Challenger R/T,8 Cyl,,Coupe,Seattle
"$16,785 ","Mileage: 27,531 miles",Black,2013 Dodge Journey Crew,6 Cyl,"Used 2013 Dodge Journey Crew with FWD, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, DVD",SUV,Seattle
