price,model,specs,color,bodytype,mileage,engine,city
"$5,960 ",2007 Toyota Prius Touring,"Used 2007 Toyota Prius Touring with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM",Gray,Hatchback,"Mileage: 154,733 miles",4 Cyl,SanDiego
"$29,860 ",2012 Ford F-150 SVT Raptor,"Used 2012 Ford F-150 SVT Raptor with 4WD, Trailer Hitch, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",Black,Pickup,"Mileage: 142,467 miles",8 Cyl,SanDiego
"$16,888 ",2012 GMC Acadia SL,"Used 2012 GMC Acadia SL with FWD, Remote Start, Fog Lights, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",Red,SUV,"Mileage: 58,155 miles",6 Cyl,SanDiego
"$14,484 ",2014 Toyota Camry LE,"Used 2014 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Gray,Sedan,"Mileage: 42,243 miles",4 Cyl,SanDiego
"$10,595 ",2013 Nissan Sentra SR,"Used 2013 Nissan Sentra SR with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Windows, AM/FM",Silver,Sedan,"Mileage: 39,112 miles",4 Cyl,SanDiego
"$13,995 ",2010 Nissan Murano LE,"Used 2010 Nissan Murano LE with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Windows",Gray,SUV,"Mileage: 86,427 miles",6 Cyl,SanDiego
"$9,998 ",2014 Ford Focus SE,"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Black,Hatchback,"Mileage: 26,552 miles",4 Cyl,SanDiego
"$30,995 ",2015 GMC Acadia SLT,"Used 2015 GMC Acadia SLT with FWD, Remote Start, Leather Seats, Third Row Seating, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio",Silver,SUV,"Mileage: 12,995 miles",6 Cyl,SanDiego
"$25,291 ",2014 Honda Odyssey EX,"Used 2014 Honda Odyssey EX with FWD, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Black,Minivan,"Mileage: 44,874 miles",6 Cyl,SanDiego
"$19,995 ",2014 Honda CR-V EXL,"Used 2014 Honda CR-V EXL with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",Gray,SUV,"Mileage: 34,684 miles",4 Cyl,SanDiego
"$12,500 ",2016 Kia Forte LX,"Used 2016 Kia Forte LX with FWD, Alloy Wheels, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM, Aux Audio Adapter",Blue,Sedan,"Mileage: 17,679 miles",4 Cyl,SanDiego
"$13,995 ",2015 Mazda Mazda3 i Sport,"Used 2015 Mazda Mazda3 i Sport with FWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes, Trip Computer",White,Sedan,"Mileage: 38,447 miles",4 Cyl,SanDiego
"$16,500 ",2015 Honda Civic EX,"Used 2015 Honda Civic EX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Black,Sedan,"Mileage: 14,749 miles",4 Cyl,SanDiego
"$11,991 ",2013 Toyota Prius Two,"Used 2013 Toyota Prius Two with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter",Gray,Hatchback,"Mileage: 71,654 miles",4 Cyl,SanDiego
"$11,500 ",2014 Volkswagen Jetta S,"Used 2014 Volkswagen Jetta S with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer, Intermittent Wipers",White,Sedan,"Mileage: 25,657 miles",4 Cyl,SanDiego
"$10,860 ",2012 Ford Fusion,"Used 2012 Ford Fusion with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM",Unspecified,Sedan,"Mileage: 77,506 miles",4 Cyl,SanDiego
"$12,992 ",2012 Mazda Miata Special Edition,"Used 2012 Mazda Miata Special Edition with RWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",Red,Convertible,"Mileage: 113,236 miles",4 Cyl,SanDiego
"$34,243 ",2015 Honda Odyssey Touring,"Used 2015 Honda Odyssey Touring with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",White,Minivan,"Mileage: 27,870 miles",6 Cyl,SanDiego
"$14,998 ",2014 Toyota Prius Three,"Used 2014 Toyota Prius Three with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Gray,Hatchback,"Mileage: 37,930 miles",4 Cyl,SanDiego
"$28,900 ",2015 Jeep Grand Cherokee Limited Edition,"Used 2015 Jeep Grand Cherokee Limited Edition with 4WD, Remote Start, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Towing Package, Rear-View Camera, Split/Folding Seats",Silver,SUV,"Mileage: 42,616 miles",6 Cyl,SanDiego
"$18,000 ",2014 Nissan Murano S,"Used 2014 Nissan Murano S with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",Gray,SUV,"Mileage: 36,416 miles",6 Cyl,SanDiego
"$13,991 ",2015 Honda Civic LX,"Used 2015 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Red,Sedan,"Mileage: 32,685 miles",4 Cyl,SanDiego
"$10,995 ",2008 Subaru Tribeca Limited Edition,"Used 2008 Subaru Tribeca Limited Edition with AWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Satellite Radio",Gray,SUV,"Mileage: 101,569 miles",6 Cyl,SanDiego
"$9,576 ",2015 Nissan Versa Note S,"Used 2015 Nissan Versa Note S with FWD, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Rear Window Defroster",White,Hatchback,"Mileage: 32,107 miles",4 Cyl,SanDiego
"$28,450 ",2014 Toyota 4Runner SR5,"Used 2014 Toyota 4Runner SR5 with RWD, Fog Lights, Trailer Hitch, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Power Steering, Power Windows, 4-Wheel Disc Brakes, Trip Computer",Red,SUV,"Mileage: 48,487 miles",6 Cyl,SanDiego
"$12,342 ",2015 Honda Fit LX,"Used 2015 Honda Fit LX with FWD, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",Unspecified,Hatchback,"Mileage: 65,967 miles",4 Cyl,SanDiego
"$7,980 ",2008 Dodge Nitro SLT,"Used 2008 Dodge Nitro SLT with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows, 4-Wheel Disc Brakes",Unspecified,SUV,"Mileage: 106,113 miles",6 Cyl,SanDiego
"$34,994 ",2014 BMW 4 Series 428i,"Used 2014 BMW 4 Series 428i with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering",Black,Convertible,"Mileage: 19,422 miles",4 Cyl,SanDiego
"$12,500 ",2008 Jeep Liberty Limited Edition,"Used 2008 Jeep Liberty Limited Edition with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",Gray,SUV,"Mileage: 25,943 miles",6 Cyl,SanDiego
"$12,984 ",2014 Volkswagen Jetta S,"Used 2014 Volkswagen Jetta S with FWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Red,Wagon,"Mileage: 29,340 miles",5 Cyl,SanDiego
"$16,900 ",2015 Chevrolet Volt,"Used 2015 Chevrolet Volt with FWD, Remote Start, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Intermittent Wipers, Power Locks, Rear Window Defroster",White,Sedan,"Mileage: 34,078 miles",4 Cyl,SanDiego
"$17,950 ",2014 Nissan Pathfinder S,"Used 2014 Nissan Pathfinder S with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Power Windows, 4-Wheel Disc Brakes, Trip Computer",White,SUV,"Mileage: 45,021 miles",6 Cyl,SanDiego
"$22,500 ",2014 Infiniti Q50 Premium,"Used 2014 Infiniti Q50 Premium with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio",Gray,Sedan,"Mileage: 37,653 miles",6 Cyl,SanDiego
"$24,777 ",2016 Chrysler 300 S,"Used 2016 Chrysler 300 S with RWD, Remote Start, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM",Red,Sedan,"Mileage: 6,150 miles",6 Cyl,SanDiego
"$39,777 ",2015 Dodge Challenger SRT,"Used 2015 Dodge Challenger SRT with RWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM",Black,Coupe,"Mileage: 2,600 miles",8 Cyl,SanDiego
"$18,875 ",2015 Nissan Pathfinder S,"Used 2015 Nissan Pathfinder S with FWD, Third Row Seating, Air Conditioning, AM/FM, Intermittent Wipers, Power Mirrors",Red,SUV,"Mileage: 31,371 miles",6 Cyl,SanDiego
"$14,687 ",2013 Kia Sportage LX,"Used 2013 Kia Sportage LX with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",Black,SUV,"Mileage: 29,006 miles",4 Cyl,SanDiego
"$13,880 ",2014 Hyundai Sonata SE,"Used 2014 Hyundai Sonata SE with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",Gray,Sedan,"Mileage: 46,984 miles",4 Cyl,SanDiego
"$31,999 ",2014 BMW 4 Series 428i,"Used 2014 BMW 4 Series 428i with RWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, MP3, Power Steering, Power Windows, Power Seat (Driver), Power Locks",White,Convertible,"Mileage: 36,000 miles",4 Cyl,SanDiego
"$9,998 ",2012 Toyota Prius,"Used 2012 Toyota Prius with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Unspecified,Hatchback,"Mileage: 124,066 miles",4 Cyl,SanDiego
"$17,991 ",2014 Toyota Prius Two,"Used 2014 Toyota Prius Two with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Black,Hatchback,"Mileage: 23,819 miles",4 Cyl,SanDiego
"$20,891 ",2015 Honda CR-V EX,"Used 2015 Honda CR-V EX with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Silver,SUV,"Mileage: 20,960 miles",4 Cyl,SanDiego
"$15,493 ",2016 Fiat 500X Trekking,"Used 2016 Fiat 500X Trekking with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering, Power Windows",Silver,SUV,"Mileage: 34,322 miles",4 Cyl,SanDiego
"$20,891 ",2015 Honda CR-V EX,"Used 2015 Honda CR-V EX with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Blue,SUV,"Mileage: 20,114 miles",4 Cyl,SanDiego
"$11,748 ",2007 Lexus RX 350,"Used 2007 Lexus RX 350 with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",White,SUV,"Mileage: 109,963 miles",6 Cyl,SanDiego
"$29,500 ",2014 BMW 3 Series 335i,"Used 2014 BMW 3 Series 335i with RWD, Navigation System, Keyless Entry, CD (Single Disc), Air Conditioning, Power Windows, Power Locks, Handsfree/Bluetooth Integration",White,Sedan,"Mileage: 34,000 miles",6 Cyl,SanDiego
"$29,999 ",2014 BMW 4 Series 428i,"Used 2014 BMW 4 Series 428i with RWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Trip Computer, Power Seat (Driver)",Black,Convertible,"Mileage: 56,000 miles",4 Cyl,SanDiego
"$14,390 ",2014 Volkswagen Jetta SE,"Used 2014 Volkswagen Jetta SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Red,Sedan,"Mileage: 19,877 miles",4 Cyl,SanDiego
"$8,984 ",2005 Chevrolet Silverado 1500 LS,"Used 2005 Chevrolet Silverado 1500 LS with RWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, Intermittent Wipers, Power Locks",White,Pickup,"Mileage: 177,001 miles",8 Cyl,SanDiego
"$6,488 ",2007 Toyota Corolla LE,"Used 2007 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Intermittent Wipers, Power Locks",Red,Sedan,"Mileage: 122,930 miles",4 Cyl,SanDiego
"$16,963 ",2014 Subaru Impreza,"Used 2014 Subaru Impreza with AWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Black,Wagon,"Mileage: 18,308 miles",4 Cyl,SanDiego
"$14,488 ",2014 Honda Civic LX,"Used 2014 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Satellite Radio, Power Steering, Intermittent Wipers, Rear Window Defroster, Front Airbags (Driver), Power Mirrors",Gray,Sedan,"Mileage: 22,362 miles",4 Cyl,SanDiego
"$5,960 ",2007 Toyota Prius Touring,"Used 2007 Toyota Prius Touring with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM",Gray,Hatchback,"Mileage: 154,733 miles",4 Cyl,SanDiego
"$13,990 ",2009 Lexus IS 250,"Used 2009 Lexus IS 250 with RWD, CD (Single Disc), Air Conditioning, Front Airbags (Driver)",Gray,Sedan,"Mileage: 65,523 miles",6 Cyl,SanDiego
"$29,860 ",2012 Ford F-150 SVT Raptor,"Used 2012 Ford F-150 SVT Raptor with 4WD, Trailer Hitch, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",Black,Pickup,"Mileage: 142,467 miles",8 Cyl,SanDiego
"$16,888 ",2012 GMC Acadia SL,"Used 2012 GMC Acadia SL with FWD, Remote Start, Fog Lights, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",Red,SUV,"Mileage: 58,155 miles",6 Cyl,SanDiego
"$14,484 ",2014 Toyota Camry LE,"Used 2014 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Gray,Sedan,"Mileage: 42,243 miles",4 Cyl,SanDiego
"$10,595 ",2013 Nissan Sentra SR,"Used 2013 Nissan Sentra SR with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Windows, AM/FM",Silver,Sedan,"Mileage: 39,112 miles",4 Cyl,SanDiego
"$18,371 ",2014 Honda CR-V LX,"Used 2014 Honda CR-V LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Black,SUV,"Mileage: 17,482 miles",4 Cyl,SanDiego
"$14,595 ",2015 Nissan Altima SL,"Used 2015 Nissan Altima SL with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",Gray,Sedan,"Mileage: 32,595 miles",4 Cyl,SanDiego
"$13,995 ",2010 Nissan Murano LE,"Used 2010 Nissan Murano LE with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Windows",Gray,SUV,"Mileage: 86,427 miles",6 Cyl,SanDiego
"$9,998 ",2014 Ford Focus SE,"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Black,Hatchback,"Mileage: 26,552 miles",4 Cyl,SanDiego
"$30,995 ",2015 GMC Acadia SLT,"Used 2015 GMC Acadia SLT with FWD, Remote Start, Leather Seats, Third Row Seating, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio",Silver,SUV,"Mileage: 12,995 miles",6 Cyl,SanDiego
"$25,291 ",2014 Honda Odyssey EX,"Used 2014 Honda Odyssey EX with FWD, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Black,Minivan,"Mileage: 44,874 miles",6 Cyl,SanDiego
"$19,995 ",2014 Honda CR-V EXL,"Used 2014 Honda CR-V EXL with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",Gray,SUV,"Mileage: 34,684 miles",4 Cyl,SanDiego
"$12,500 ",2016 Kia Forte LX,"Used 2016 Kia Forte LX with FWD, Alloy Wheels, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM, Aux Audio Adapter",Blue,Sedan,"Mileage: 17,679 miles",4 Cyl,SanDiego
"$13,995 ",2015 Mazda Mazda3 i Sport,"Used 2015 Mazda Mazda3 i Sport with FWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes, Trip Computer",White,Sedan,"Mileage: 38,447 miles",4 Cyl,SanDiego
"$45,888 ",2017 Mercedes-Benz C-Class C 300,"Used 2017 Mercedes-Benz C-Class C 300 with RWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",Gray,Convertible,"Mileage: 5,776 miles",4 Cyl,SanDiego
"$15,990 ",2015 Toyota Camry SE,"Used 2015 Toyota Camry SE with FWD, Alloy Wheels, Handsfree/Bluetooth Integration",Black,Sedan,"Mileage: 32,399 miles",4 Cyl,SanDiego
"$13,986 ",2014 Toyota Corolla LE Eco,"Used 2014 Toyota Corolla LE Eco with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering",Gray,Sedan,"Mileage: 48,946 miles",4 Cyl,SanDiego
"$19,495 ",2012 Toyota Highlander,"Used 2012 Toyota Highlander with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",Blue,SUV,"Mileage: 47,622 miles",4 Cyl,SanDiego
"$25,888 ",2013 Mercedes-Benz E-Class E 350,"Used 2013 Mercedes-Benz E-Class E 350 with RWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning, MP3, Power Steering, AM/FM",Black,Coupe,"Mileage: 54,877 miles",6 Cyl,SanDiego
"$6,900 ",2004 Lincoln Navigator Luxury,"Used 2004 Lincoln Navigator Luxury with RWD, DVD, Air Conditioning, Front Airbags (Driver)",Silver,SUV,"Mileage: 123,874 miles",8 Cyl,SanDiego
"$51,555 ",2016 Chevrolet Tahoe LTZ,"Used 2016 Chevrolet Tahoe LTZ with RWD, Remote Start, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats",Black,SUV,"Mileage: 16,505 miles",8 Cyl,SanDiego
"$16,500 ",2013 Nissan Pathfinder SV,"Used 2013 Nissan Pathfinder SV with FWD, Third Row Seating, Rear-View Camera, DVD, Air Conditioning, AM/FM, Aux Audio Adapter, Handsfree/Bluetooth Integration",Blue,SUV,"Mileage: 45,829 miles",6 Cyl,SanDiego
"$6,995 ",2005 Ford Mustang,"Used 2005 Ford Mustang with RWD, MP3",Blue,Coupe,"Mileage: 97,000 miles",6 Cyl,SanDiego
"$17,495 ",2015 Toyota RAV4 XLE,"Used 2015 Toyota RAV4 XLE with FWD, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Gray,SUV,"Mileage: 48,461 miles",4 Cyl,SanDiego
"$20,625 ",2013 Honda Odyssey EX,"Used 2013 Honda Odyssey EX with FWD, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",Black,Minivan,"Mileage: 73,079 miles",6 Cyl,SanDiego
"$26,988 ",2015 Audi Q5 Premium,"Used 2015 Audi Q5 Premium with AWD, Leather Seats, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering",White,SUV,"Mileage: 44,391 miles",4 Cyl,SanDiego
"$20,860 ",2014 Ford F-150 XL,"Used 2014 Ford F-150 XL with RWD, Fog Lights, Trailer Hitch, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Unspecified,Pickup,"Mileage: 60,001 miles",8 Cyl,SanDiego
"$41,638 ",2015 Audi Q7 Premium,"Used 2015 Audi Q7 Premium with AWD, Remote Start, Leather Seats, Fog Lights, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",White,SUV,"Mileage: 23,989 miles",6 Cyl,SanDiego
"$10,447 ",2011 Kia Sorento Base,"Used 2011 Kia Sorento Base with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",White,SUV,"Mileage: 81,055 miles",4 Cyl,SanDiego
"$15,841 ",2015 Honda Civic EX,"Used 2015 Honda Civic EX with FWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",White,Sedan,"Mileage: 43,495 miles",4 Cyl,SanDiego
"$17,491 ",2014 Subaru Impreza Sport,"Used 2014 Subaru Impreza Sport with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Silver,Wagon,"Mileage: 42,237 miles",4 Cyl,SanDiego
"$14,990 ",2014 Toyota Camry XLE,"Used 2014 Toyota Camry XLE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",White,Sedan,"Mileage: 59,788 miles",4 Cyl,SanDiego
"$20,767 ",2015 Kia Cadenza Premium,"Used 2015 Kia Cadenza Premium with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",Gray,Sedan,"Mileage: 29,791 miles",6 Cyl,SanDiego
"$36,999 ",2013 Porsche Boxster S,"Used 2013 Porsche Boxster S with RWD, Leather Seats, Keyless Entry, Air Conditioning, MP3, Power Windows, AM/FM, Aux Audio Adapter, Power Locks, Handsfree/Bluetooth Integration",Bronze,Convertible,"Mileage: 73,000 miles",6 Cyl,SanDiego
"$11,990 ",2014 Volkswagen Jetta SE,"Used 2014 Volkswagen Jetta SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM",Black,Sedan,"Mileage: 37,712 miles",4 Cyl,SanDiego
"$19,993 ",2014 BMW 3 Series 320i,"Used 2014 BMW 3 Series 320i with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",White,Sedan,"Mileage: 39,314 miles",4 Cyl,SanDiego
"$12,984 ",2014 Volkswagen Jetta S,"Used 2014 Volkswagen Jetta S with FWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Red,Wagon,"Mileage: 29,340 miles",5 Cyl,SanDiego
