price,model,specs,color,bodytype,mileage,engine,city
"$11,750 ",2016 Hyundai Elantra SE,"Used 2016 Hyundai Elantra SE with FWD, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer",Black,Sedan,"Mileage: 24,555 miles",4 Cyl,SanDiego
"$13,990 ",2012 Jeep Liberty Sport,"Used 2012 Jeep Liberty Sport with 4WD, Keyless Entry, CD (Single Disc), Air Conditioning, Satellite Radio, AM/FM, Front Airbags (Driver)",Black,SUV,"Mileage: 62,920 miles",6 Cyl,SanDiego
"$13,895 ",2015 Toyota Corolla L,"Used 2015 Toyota Corolla L with FWD, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Trip Computer, Intermittent Wipers",White,Sedan,"Mileage: 23,241 miles",4 Cyl,SanDiego
"$29,999 ",2016 Toyota Tacoma,"Used 2016 Toyota Tacoma with RWD, Double Cab, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Unspecified,Pickup,"Mileage: 10,801 miles",6 Cyl,SanDiego
"$26,977 ",2014 Jeep Grand Cherokee Limited Edition,"Used 2014 Jeep Grand Cherokee Limited Edition with RWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",White,SUV,"Mileage: 24,266 miles",6 Cyl,SanDiego
"$13,998 ",2017 Kia Forte5 LX,"Used 2017 Kia Forte5 LX with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Hatchback,"Mileage: 4,293 miles",4 Cyl,SanDiego
"$18,995 ",2014 Kia Cadenza Premium,"Used 2014 Kia Cadenza Premium with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio",White,Sedan,"Mileage: 34,650 miles",6 Cyl,SanDiego
"$14,999 ",2014 Chrysler 300 Base,"Used 2014 Chrysler 300 Base with RWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, DVD, Air Conditioning, MP3, Satellite Radio",Black,Sedan,"Mileage: 66,097 miles",6 Cyl,SanDiego
"$24,997 ",2012 Ford F-150 King Ranch,"Used 2012 Ford F-150 King Ranch with 4WD, Remote Start, Leather Seats, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Satellite Radio, Power Windows, Aux Audio Adapter, Power Locks",Blue,Pickup,"Mileage: 92,486 miles",8 Cyl,SanDiego
"$16,905 ",2016 Jeep Renegade Sport,"Used 2016 Jeep Renegade Sport with FWD, Keyless Entry, Split/Folding Seats, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes, Trip Computer, Intermittent Wipers, Rear Window Defroster",White,SUV,"Mileage: 1,646 miles",4 Cyl,SanDiego
"$19,950 ",2014 Cadillac ATS Standard,"Used 2014 Cadillac ATS Standard with RWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Air Conditioning, Power Steering, Power Windows, Aux Audio Adapter, 4-Wheel Disc Brakes, Power Seat (Driver)",Black,Sedan,"Mileage: 22,536 miles",4 Cyl,SanDiego
"$10,991 ",2014 Ford Focus SE,"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Sedan,"Mileage: 40,192 miles",4 Cyl,SanDiego
"$24,999 ",2015 Mercedes-Benz C-Class C 300,"Used 2015 Mercedes-Benz C-Class C 300 with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM",Gray,Sedan,"Mileage: 45,803 miles",4 Cyl,SanDiego
"$66,992 ",2015 Mercedes-Benz M-Class AMG ML 63,"Used 2015 Mercedes-Benz M-Class AMG ML 63 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, MP3",Blue,SUV,"Mileage: 14,119 miles",8 Cyl,SanDiego
"$20,988 ",2014 Toyota Venza XLE,"Used 2014 Toyota Venza XLE with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3",White,Wagon,"Mileage: 36,120 miles",6 Cyl,SanDiego
"$22,845 ",2014 Audi A4 2.0T,"Used 2014 Audi A4 2.0T with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering",Gray,Sedan,"Mileage: 25,790 miles",4 Cyl,SanDiego
"$19,985 ",2013 Infiniti EX37,"Used 2013 Infiniti EX37 with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Black,SUV,"Mileage: 65,813 miles",6 Cyl,SanDiego
"$36,495 ",2014 BMW X6 xDrive35i,"Used 2014 BMW X6 xDrive35i with AWD, Leather Seats, Navigation System, Heated Seats, Rear-View Camera, Air Conditioning, Aux Audio Adapter, Intermittent Wipers, Power Mirrors",White,SUV,"Mileage: 45,043 miles",6 Cyl,SanDiego
"$28,993 ",2014 Mercedes-Benz GLK 350,"Used 2014 Mercedes-Benz GLK 350 with RWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter",Black,SUV,"Mileage: 25,345 miles",6 Cyl,SanDiego
"$26,990 ",2015 Lincoln MKC,"Used 2015 Lincoln MKC with FWD, Remote Start, Heated Seats, Air Conditioning, Trip Computer, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration, Power Mirrors",Red,SUV,"Mileage: 18,663 miles",4 Cyl,SanDiego
"$28,000 ",2015 GMC Canyon SLT,"Used 2015 GMC Canyon SLT with RWD, Remote Start, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Heated Seats, Towing Package, Rear-View Camera, Air Conditioning, MP3",Gray,Pickup,"Mileage: 30,457 miles",6 Cyl,SanDiego
"$16,985 ",2016 Ford Fusion SE,"Used 2016 Ford Fusion SE with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats",Unspecified,Sedan,"Mileage: 23,588 miles",4 Cyl,SanDiego
"$14,988 ",2014 Toyota Camry LE,"Used 2014 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",Silver,Sedan,"Mileage: 40,316 miles",4 Cyl,SanDiego
"$59,000 ",2016 BMW M3,"Used 2016 BMW M3 with RWD, Leather Seats, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning, MP3",White,Sedan,"Mileage: 7,196 miles",6 Cyl,SanDiego
"$18,900 ",2016 Hyundai Veloster Turbo,"Used 2016 Hyundai Veloster Turbo with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM",Orange,Hatchback,"Mileage: 6,931 miles",4 Cyl,SanDiego
"$43,508 ",2016 Audi A6,"Used 2016 Audi A6 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",White,Sedan,"Mileage: 2,032 miles",6 Cyl,SanDiego
"$36,495 ",2014 BMW X6 xDrive35i,"Used 2014 BMW X6 xDrive35i with AWD, Leather Seats, Navigation System, Heated Seats, Rear-View Camera, Air Conditioning, Aux Audio Adapter, Intermittent Wipers, Power Mirrors",White,SUV,"Mileage: 45,043 miles",6 Cyl,SanDiego
"$28,993 ",2014 Mercedes-Benz GLK 350,"Used 2014 Mercedes-Benz GLK 350 with RWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter",Black,SUV,"Mileage: 25,345 miles",6 Cyl,SanDiego
"$26,990 ",2015 Lincoln MKC,"Used 2015 Lincoln MKC with FWD, Remote Start, Heated Seats, Air Conditioning, Trip Computer, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration, Power Mirrors",Red,SUV,"Mileage: 18,663 miles",4 Cyl,SanDiego
"$19,976 ",2014 Audi A4 2.0T,"Used 2014 Audi A4 2.0T with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio",Gray,Sedan,"Mileage: 27,356 miles",4 Cyl,SanDiego
"$32,490 ",2016 Toyota 4Runner SR5,"Used 2016 Toyota 4Runner SR5 with RWD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning",Black,SUV,"Mileage: 10,803 miles",6 Cyl,SanDiego
"$28,000 ",2015 GMC Canyon SLT,"Used 2015 GMC Canyon SLT with RWD, Remote Start, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Heated Seats, Towing Package, Rear-View Camera, Air Conditioning, MP3",Gray,Pickup,"Mileage: 30,457 miles",6 Cyl,SanDiego
"$16,985 ",2016 Ford Fusion SE,"Used 2016 Ford Fusion SE with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats",Unspecified,Sedan,"Mileage: 23,588 miles",4 Cyl,SanDiego
"$14,988 ",2014 Toyota Camry LE,"Used 2014 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",Silver,Sedan,"Mileage: 40,316 miles",4 Cyl,SanDiego
"$18,630 ",2015 Kia Sorento LX,"Used 2015 Kia Sorento LX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",White,SUV,"Mileage: 31,551 miles",4 Cyl,SanDiego
"$27,993 ",2014 BMW 5 Series 528i,"Used 2014 BMW 5 Series 528i with RWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",White,Sedan,"Mileage: 30,264 miles",4 Cyl,SanDiego
"$59,000 ",2016 BMW M3,"Used 2016 BMW M3 with RWD, Leather Seats, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning, MP3",White,Sedan,"Mileage: 7,196 miles",6 Cyl,SanDiego
"$18,900 ",2016 Hyundai Veloster Turbo,"Used 2016 Hyundai Veloster Turbo with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM",Orange,Hatchback,"Mileage: 6,931 miles",4 Cyl,SanDiego
"$83,995 ",2016 BMW X5 M,"Used 2016 BMW X5 M with AWD, Leather Seats, Power Sun/Moonroof, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio, Power Steering",Black,SUV,"Mileage: 17,380 miles",8 Cyl,SanDiego
"$22,997 ",2015 Kia Sorento,"Used 2015 Kia Sorento with FWD, Fog Lights, Power Sun/Moonroof, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",White,SUV,"Mileage: 57,795 miles",6 Cyl,SanDiego
"$11,990 ",2015 Kia Soul Base,"Used 2015 Kia Soul Base with FWD, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes, Trip Computer",Gray,Wagon,"Mileage: 14,413 miles",4 Cyl,SanDiego
"$16,993 ",2016 Fiat 500X Easy,"Used 2016 Fiat 500X Easy with AWD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",Gray,SUV,"Mileage: 10,199 miles",4 Cyl,SanDiego
"$40,493 ",2014 BMW X6 xDrive35i,"Used 2014 BMW X6 xDrive35i with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",White,SUV,"Mileage: 29,936 miles",6 Cyl,SanDiego
"$32,994 ",2014 BMW 5 Series 535i,"Used 2014 BMW 5 Series 535i with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats",White,Sedan,"Mileage: 28,477 miles",6 Cyl,SanDiego
"$17,295 ",2014 Toyota Prius Plug-in,"Used 2014 Toyota Prius Plug-in with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Windows, Trip Computer",Gray,Hatchback,"Mileage: 30,589 miles",4 Cyl,SanDiego
"$13,990 ",2014 Volkswagen Jetta SE,"Used 2014 Volkswagen Jetta SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Blue,Sedan,"Mileage: 22,818 miles",4 Cyl,SanDiego
"$24,995 ",2016 Lexus CT 200h,"Used 2016 Lexus CT 200h with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Unspecified,Hatchback,"Mileage: 17,887 miles",4 Cyl,SanDiego
"$12,998 ",2015 Jeep Patriot Sport,"Used 2015 Jeep Patriot Sport with FWD, Fog Lights, Cruise Control, CD (Single Disc), Split/Folding Seats, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, Intermittent Wipers",Unspecified,SUV,"Mileage: 36,421 miles",4 Cyl,SanDiego
"$31,995 ",2013 Jaguar XJ,"Used 2013 Jaguar XJ with RWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, Air Conditioning, Satellite Radio, Power Steering, Power Windows",Black,Sedan,"Mileage: 29,920 miles",6 Cyl,SanDiego
"$17,600 ",2013 Infiniti G37 Journey,"Used 2013 Infiniti G37 Journey with RWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",Black,Sedan,"Mileage: 53,385 miles",6 Cyl,SanDiego
"$15,995 ",2014 Toyota Prius Two,"Used 2014 Toyota Prius Two with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",Black,Hatchback,"Mileage: 26,273 miles",4 Cyl,SanDiego
"$11,500 ",2015 Nissan Versa Note SV,"Used 2015 Nissan Versa Note SV with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats",Gray,Hatchback,"Mileage: 11,769 miles",4 Cyl,SanDiego
"$43,508 ",2016 Audi A6,"Used 2016 Audi A6 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",White,Sedan,"Mileage: 2,032 miles",6 Cyl,SanDiego
"$21,999 ",2014 BMW 3 Series 328i,"Used 2014 BMW 3 Series 328i with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",Black,Sedan,"Mileage: 43,631 miles",4 Cyl,SanDiego
"$19,999 ",2014 Cadillac ATS Standard,"Used 2014 Cadillac ATS Standard with RWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM",Silver,Sedan,"Mileage: 30,011 miles",4 Cyl,SanDiego
"$17,975 ",2012 Acura TL Technology,"Used 2012 Acura TL Technology with AWD, Leather Seats, Power Sun/Moonroof, Navigation System, Heated Seats, Rear-View Camera, Satellite Radio, Power Seat (Driver), Intermittent Wipers, Power Mirrors",Black,Sedan,"Mileage: 71,535 miles",6 Cyl,SanDiego
"$11,578 ",2014 Volkswagen Jetta SE,"Used 2014 Volkswagen Jetta SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Gray,Sedan,"Mileage: 48,347 miles",4 Cyl,SanDiego
"$90,997 ",2016 BMW M6 Gran Coupe,"Used 2016 BMW M6 Gran Coupe with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",White,Sedan,"Mileage: 10,504 miles",8 Cyl,SanDiego
"$14,900 ",2014 Toyota Camry SE,"Used 2014 Toyota Camry SE with FWD, Fog Lights, Alloy Wheels, Handsfree/Bluetooth Integration",Gray,Sedan,"Mileage: 37,226 miles",4 Cyl,SanDiego
"$14,990 ",2014 Toyota Camry SE,"Used 2014 Toyota Camry SE with FWD, Fog Lights, Alloy Wheels, Handsfree/Bluetooth Integration",Gray,Sedan,"Mileage: 37,929 miles",4 Cyl,SanDiego
"$24,700 ",2015 Lincoln MKC,"Used 2015 Lincoln MKC with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Black,SUV,"Mileage: 25,949 miles",4 Cyl,SanDiego
"$83,995 ",2016 BMW X5 M,"Used 2016 BMW X5 M with AWD, Leather Seats, Power Sun/Moonroof, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio, Power Steering",Black,SUV,"Mileage: 17,380 miles",8 Cyl,SanDiego
"$16,900 ",2015 Toyota Prius Two,"Used 2015 Toyota Prius Two with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM",Silver,Hatchback,"Mileage: 4,991 miles",4 Cyl,SanDiego
"$15,998 ",2016 Dodge Journey SE,"Used 2016 Dodge Journey SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,SUV,"Mileage: 14,443 miles",4 Cyl,SanDiego
"$32,490 ",2016 Toyota 4Runner SR5,"Used 2016 Toyota 4Runner SR5 with RWD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning",Black,SUV,"Mileage: 10,803 miles",6 Cyl,SanDiego
"$40,493 ",2014 BMW X6 xDrive35i,"Used 2014 BMW X6 xDrive35i with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",White,SUV,"Mileage: 29,936 miles",6 Cyl,SanDiego
"$32,994 ",2014 BMW 5 Series 535i,"Used 2014 BMW 5 Series 535i with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats",White,Sedan,"Mileage: 28,477 miles",6 Cyl,SanDiego
"$16,998 ",2016 Dodge Journey SE,"Used 2016 Dodge Journey SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",White,SUV,"Mileage: 15,950 miles",4 Cyl,SanDiego
"$9,500 ",2015 Chevrolet Spark LT,"Used 2015 Chevrolet Spark LT with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",Silver,Hatchback,"Mileage: 27,010 miles",4 Cyl,SanDiego
"$13,990 ",2014 Volkswagen Jetta SE,"Used 2014 Volkswagen Jetta SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Blue,Sedan,"Mileage: 22,818 miles",4 Cyl,SanDiego
"$29,950 ",2014 BMW 3 Series 335i,"Used 2014 BMW 3 Series 335i with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering",Black,Sedan,"Mileage: 19,649 miles",6 Cyl,SanDiego
"$31,995 ",2013 Jaguar XJ,"Used 2013 Jaguar XJ with RWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, Air Conditioning, Satellite Radio, Power Steering, Power Windows",Black,Sedan,"Mileage: 29,920 miles",6 Cyl,SanDiego
"$31,888 ",2015 Toyota Highlander XLE,"Used 2015 Toyota Highlander XLE with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats",Unspecified,SUV,"Mileage: 22,013 miles",6 Cyl,SanDiego
"$11,500 ",2013 Chrysler 200 Limited,"Used 2013 Chrysler 200 Limited with FWD, Remote Start, Leather Seats, Navigation System, Heated Seats",Silver,Sedan,"Mileage: 43,023 miles",6 Cyl,SanDiego
"$19,990 ",2015 Mini Cooper S,"Used 2015 Mini Cooper S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",Red,Convertible,"Mileage: 9,523 miles",4 Cyl,SanDiego
"$21,995 ",2016 Toyota RAV4 XLE,"Used 2016 Toyota RAV4 XLE with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Blue,SUV,"Mileage: 25,095 miles",4 Cyl,SanDiego
"$87,971 ",2012 Audi R8 4.2,"Used 2012 Audi R8 4.2 with AWD, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM",Black,Coupe,"Mileage: 21,521 miles",8 Cyl,SanDiego
"$20,993 ",2012 BMW X5 xDrive35i,"Used 2012 BMW X5 xDrive35i with AWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Black,SUV,"Mileage: 79,501 miles",6 Cyl,SanDiego
"$25,995 ",2017 Nissan Maxima S,"Used 2017 Nissan Maxima S with FWD, Remote Start, Fog Lights, Navigation System, Cruise Control, Air Conditioning, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Intermittent Wipers",Unspecified,Sedan,"Mileage: 7,151 miles",6 Cyl,SanDiego
"$32,994 ",2014 BMW 5 Series 535i xDrive,"Used 2014 BMW 5 Series 535i xDrive with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",White,Sedan,"Mileage: 36,526 miles",6 Cyl,SanDiego
"$26,491 ",2014 Audi Q5 Premium,"Used 2014 Audi Q5 Premium with AWD, Leather Seats, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering",Black,SUV,"Mileage: 33,799 miles",4 Cyl,SanDiego
"$15,000 ",2014 Toyota Camry LE,"Used 2014 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, Split/Folding Seats, Handsfree/Bluetooth Integration",White,Sedan,"Mileage: 23,955 miles",4 Cyl,SanDiego
"$35,777 ",2015 Jeep Wrangler Rubicon,"Used 2015 Jeep Wrangler Rubicon with 4WD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",Green,SUV,"Mileage: 28,311 miles",6 Cyl,SanDiego
"$36,995 ",2012 Mercedes-Benz SL-Class SL 550,"Used 2012 Mercedes-Benz SL-Class SL 550 with RWD, Leather Seats, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, Air Conditioning, Satellite Radio, Power Steering, Power Windows, AM/FM",Black,Convertible,"Mileage: 57,413 miles",8 Cyl,SanDiego
"$15,900 ",2015 Hyundai Sonata Sport,"Used 2015 Hyundai Sonata Sport with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM",Silver,Sedan,"Mileage: 31,679 miles",4 Cyl,SanDiego
"$17,440 ",2014 Kia Cadenza Premium,"Used 2014 Kia Cadenza Premium with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",Black,Sedan,"Mileage: 45,890 miles",6 Cyl,SanDiego
"$13,900 ",2014 Dodge Journey SE,"Used 2014 Dodge Journey SE with FWD, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, AM/FM, Aux Audio Adapter",White,SUV,"Mileage: 46,482 miles",4 Cyl,SanDiego
"$99,888 ",2015 BMW i8,"Used 2015 BMW i8 with AWD, Navigation System, Heated Seats, Rear-View Camera",White,Coupe,"Mileage: 8,420 miles",3 Cyl,SanDiego
"$27,778 ",2015 Mercedes-Benz GLK 350,"Used 2015 Mercedes-Benz GLK 350 with RWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Black,SUV,"Mileage: 21,229 miles",6 Cyl,SanDiego
"$9,890 ",2012 Mazda Mazda3 i Touring,"Used 2012 Mazda Mazda3 i Touring with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",Unspecified,Sedan,"Mileage: 53,472 miles",4 Cyl,SanDiego
"$28,895 ",2013 Land Rover Range Rover Evoque Prestige,"Used 2013 Land Rover Range Rover Evoque Prestige with 4WD, Leather Seats, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, Power Seat (Driver)",Black,SUV,"Mileage: 58,073 miles",4 Cyl,SanDiego
